Features,Context,label,score,label_numeric
village,"e 
Germans by telling his congregation that it is the responsibility of 
every Christian to resist the occupier with the weapons of the spirit. 
That village has a total population of about five thousand people during 
the period of about three years, actually hid and saved five thousand 
people, almost on",fear,0.5728296637535095,2
village,"I try to make them 
understand that European farm villages, the farming community is quite 
different from the American one in that the people of the village live 
clustered, very close together, one house next to the other, there's no 
big yard, no acreage between them. The people look across the street, ",fear,0.5335533618927002,2
village,"ion. It usually meant long hikes from the house where 
we lived down to the school and on the way back, we usually came back up 
with supplies in the village. It was difficult to get shoes. For example, 
Daniel Trocme would scrounge worn out old tires and he would cut up the 
old tires and make soles for s",fear,0.629315197,2
village,"ple in need, there was a full underground railroad, if 
you will, operating and if they could pass somebody as a Frenchman, and 
send them out of the village to some other safe place, safe house, if you 
will, then they would do so because then they would have more room in the 
village to take on more new ",neutral,0.5324268937110901,4
village,"send them out of the village to some other safe place, safe house, if you 
will, then they would do so because then they would have more room in the 
village to take on more new people that might be in need and since I 
spoke French fluently without the trace of an accent, ultimately I was 
given some Fren",neutral,0.5678761601448059,4
village,"Le Chambon-sur-Lignon, and tell them 
we're coming up there at 10 o'clock to round up or look for Jews or look 
for people that are hidden up in your village, get them out. So, they 
didn't tell us the reason, they just told us, we're going to go and pick 
mushrooms in the woods or if it wasn't mushrooms s",fear,0.7884228825569153,2
village,"games that were organized, occasionally, we would 
be visited by Pastor Trocme, Daniel's relative. The Pastor was the 
inspiration and leader of this village and the groups in the house in 
which I was, was a very mixed group, there were boys and there were 
girls. Among them were some Spanish refugees sti",joy,0.5118803381919861,3
village," released them after thirty days. They came back to Le Chambon-sur-Lignon 
and continued their good deeds, their good work. It's a 
fascinating, that village is truly a fascinating story. I think it has a 
lot to do with the fact that the French Protestants of course, had been 
severely persecuted back in ",joy,0.4715491831302643,3
village,"know where I was, 
what it was. I discovered later, especially after the war, many years 
after the war, that Le Chambon-sur-Lignon was a most unique village in France. 
It is located at about 3,000 feet elevation in the Massif Central, in the 
central mountain chain in France. Sort of isolated on a desola",fear,0.6762779951095581,2
village,"France. Sort of isolated on a desolate plateau, 
very cold in the winter, windswept plateau. Agriculture was pretty 
rudimentary. 
But what made this village unusual was that in the country, that is 90% 
or 95% Catholic, this village was about 90% Protestant. And the 
villagers, under the leadership of the",disgust,0.3489450216293335,1
village,"ndswept plateau. Agriculture was pretty 
rudimentary. 
But what made this village unusual was that in the country, that is 90% 
or 95% Catholic, this village was about 90% Protestant. And the 
villagers, under the leadership of their pastor, Andre Trocme, were 
inspired to live the Bible. 
These were very ",neutral,0.6735769510269165,4
village,"on. So it 
was a great risk, personal risk, that these people did this. 
Well, they saved, during the war years, 5,000 people were sheltered in 
that village in Le Chambon-sur-Lignon and in the surrounding villages.  Perhaps 
their act was inspired also by memories of the suffering and the 
persecution tha",joy,0.26800498366355896,3
village,". Go, everybody, into the woods. Later on we learned that 
when that happened, it was the result of an anonymous phone call to the 
leadership in the village, warning them that there would be a raid, and 
that they were coming out to hunt for Jews or illegal residents there. 
And we would be kept in the wo",fear,0.927116334,2
village,"don't know if you heard about it. My 
children were hidden there for a while.  And Le Chambon-sur-Lignon 
happened to have as their priest, and every village had to have the 
priest because he was the one who was all protecting you or giving you 
up. And if the priest was protecting, you were protected. I ",fear,0.43310514092445374,2
village,"e of those who was getting people to come to him and ask for 
asylum. He was one of those who had found places to hide them. They were 
hidden in the village, hidden away from the village. He was the rotating 
wheel of this whole thing. They were coming from Germany, and how they 
knew about him, I never k",fear,0.6541341543197632,2
village,"ple to come to him and ask for 
asylum. He was one of those who had found places to hide them. They were 
hidden in the village, hidden away from the village. He was the rotating 
wheel of this whole thing. They were coming from Germany, and how they 
knew about him, I never knew. I never knew how they dis",fear,0.3759680688381195,2
village,"any, and how they 
knew about him, I never knew. I never knew how they discovered that he 
was there and he was able to help. So they arrived in that village up in 
the mountain. But Pastor Trocme's helpers paid dearly, too. Some of their 
families were deported. Nobody could do that, you know, and be safe",anger,0.31828397512435913,0
village,"alf a pound of 
potato! So when we got up there in the mountain, the farmer immediately 
said. ""You stay here until they're gone. When they leave the village you 
go back."" Then he showed me, down in the valley, a big estate, and he 
said, ""You know who that belonged to?"" ""No,"" I said. And he said, ""Well 
",fear,0.3571167588233948,2
village,"n, if you ever go to the museum, the Holocaust museum in Washington, 
you'll see a very good display of what Chambon-sur-Lignon was. 
It was a little village up above Saint-Etienne, about 15 miles away. The 
head of that village was a famous pastor, a Protestant pastor by the name 
of Trocme. He and his wi",fear,0.6286770105361938,2
village,"ou'll see a very good display of what Chambon-sur-Lignon was. 
It was a little village up above Saint-Etienne, about 15 miles away. The 
head of that village was a famous pastor, a Protestant pastor by the name 
of Trocme. He and his wife and the children lived, of course, in the, in 
the, what do you call",neutral,0.4735734462738037,4
village,"o you call the house that belongs to the church, where they 
live? 
And there were 5,000 villager there. And somebody had heard that someone 
in that village would hide them. So all of a sudden, one Jewish family 
came there and went to the pastor. And he gave them to a family. 
And that family came to him",surprise,0.5699824094772339,6
village,"ble for them. 
They can arrest us because we're hiding them. We can't do that. 
So the pastor took a whole bunch of people, there were 5,000 in that 
village, and put them in a big place in the church and talked to them 
and said to them, now, look. Our duty is to save these people. If they 
came to us, it",anger,0.4757649004459381,0
village,"as born in Vienna, Austria, on March 7, 
1924.  

And one day we received a letter from our...the lady who was my Latin 
teacher, who had gone into a village to become a German teacher, and she 
wrote me and my father, parents a letter saying that as things do not 
look too well.  When the letter came, the",fear,0.4547590911388397,2
village,"t I had the similar background to the 
children that they were helping and I think they were very glad I could 
be a bridge between the people of the village and the people and the 
children. 

Pastor Trocmé was a very distant person. I've read several descriptions 
of him as a person, and he was all of th",joy,0.9884584546089172,3
village," in hiding more or less and 
I, I was torn to go, but I mean I could not leave my father's letter 
unanswered and he had already, of course, left his village, so he 
expected me to be in Lyon. And so I prepared to leave. And when I 
prepared to leave, the children took me to the railroad station and it 
st",fear,0.8557897806167603,2
village,"iefs, their, their unhappiness. They 
cried at night. They had nightmares. One of the children wet herself 
every night. But that wasn't known in the village. That wasn't known at 
all. We kept that to ourselves.  
 
We were very, very close. We were like sisters and brothers with the boys 
too.  The boys,",sadness,0.8210039734840393,5
village,"Lignon Project and 
to, and Pastor Trocme was entirely dependent on their financial help.

Because it's, it's a most unusual story. The, that a whole village, in 
fact I think it's the only time an entire region, an entire region 
decided not to cooperate with the power in, of the government, to oppose 
th",fear,0.3347426652908325,2
village,"them, their own 
lives.  Not such a single person. That happened very often. Not just a 
single family or two or three devoted citizens but an entire village and 
their neighbors. 

In, there was the, the big question in France was why the was the village 
of Le Chambon-sur-Lignon spared and we never had r",neutral,0.39185380935668945,4
village,"mily or two or three devoted citizens but an entire village and 
their neighbors. 

In, there was the, the big question in France was why the was the village 
of Le Chambon-sur-Lignon spared and we never had really an answer and I 
don't think that there is an answer right now either that is hundred 
perce",fear,0.44486600160598755,2
village," little more secure, please send her to where I am. She'd be 
in a very secure place. 

Yes, in Le Chambon-sur-Lignon, and Le Chambon-sur-Lignon is a village 
which was founded by the French Huguenots about it was founded perhaps 
200 years earlier or even longer.  They were taking refuge from, from 
perse",neutral,0.6090070009231567,4
village,"fe, and 
I believe Le Chambon-sur-Lignon is unique in the history of the Holocaust, because 
the, I know of no other place in the world where a whole village united 
to help as many people as possible. And, the numbers vary between 2000 
and 5000 of refugees they helped. And I would tend to say it's probab",neutral,0.599086344,4
village,"'s of importance to the people whom they 
rescued, but it's, they helped whomever they, they could help. And were, 
were able to, to hide in in their village, and this was reinforced by 
their pastor, who was Andre Trocme and his wife Magda Trocme, who were 
the pastors of that village, and the, I must als",neutral,0.758551836,4
village," to hide in in their village, and this was reinforced by 
their pastor, who was Andre Trocme and his wife Magda Trocme, who were 
the pastors of that village, and the, I must also add that they were, 
they were devoted to, to peace, peace, and they were, did, they were, did 
not allow. They were object, wh",anger,0.5682386755943298,0
village,"
﻿Last night, a woman from a children's aid organization, Oeuvre de Secours aux Enfants, called 
OSE, asked my parents if they wanted to send me to a village somewhere in France where I 
could stay in a home for refugee teenagers run by Swiss Aid for Children. She said I would be 
much safer there. They ca",fear,0.6331884860992432,2
village,"-Lignon, France 
I'm not going to school, so I help out in the kitchen here. I help cook potatoes, when we have 
them. And sometimes I go down to the village and shop for food. I do cleanup work and fool 
around with the other kids. Now that there's snow, we make trains with the sleds and go down 
the hill",fear,0.4752909541130066,2
village,". It was part of 
Vichy, France.  It was very, very special. 
Well, first I would like to say this. And when the second or third day we 
were in that village, there was a very rich lady with, her name was Madame 
de Felice. She owned a tremendous amount of land. And the home for 
the Swiss Red Cross was ow",joy,0.4808120131492615,3
village," up and went, and all took a big bag of potatoes and carried them 
to his house. 
But I always have to say, when I got out of Camp de Gurs, into this village, 
I only weighed about 80, 90 pounds. And I was really skinny. I was like a 
string bean. But anyhow, then in, then they started a carpenter shop, wh",fear,0.3217061161994934,2
village,"y who it 
was. So he gathered us and took us to, to different families. My brother and I 
and some, another young man, we stayed in the middle of the village, 
overlooking the railroad station and the, and the police station. And nobody 
knew where we were. We were, were in hiding there with a very nice la",fear,0.7682631015777588,2
village,"out four or five weeks in hiding. 
We never left the house. We weren't allowed to look out the windows. They 
always told us what was going on in the village. We knew exactly what was going 
on. They told us what happened, what, what the Germans are doing, and so on. 
So they, we were always constantly on ",fear,0.6561505794525146,2
village," knew who I was. He knew what I was standing 
for. And even I, I always used to say vive de Gaulle, and all this kind of stuff, 
in the middle of the village. I was a little, what do you call it? A, a rebel. 
And so he I was arrested. My brother was arrested. And the whole bus load was 
right in the middle",fear,0.41483455896377563,2
village,"a little, what do you call it? A, a rebel. 
And so he I was arrested. My brother was arrested. And the whole bus load was 
right in the middle of the village.  So we were taken into the village hall, 
being arrested. And we were staying there, I don't know how long. A lot of the 
people from the village ca",fear,0.720924437,2
village,"rebel. 
And so he I was arrested. My brother was arrested. And the whole bus load was 
right in the middle of the village.  So we were taken into the village hall, 
being arrested. And we were staying there, I don't know how long. A lot of the 
people from the village came, and wished us well, brought us c",fear,0.6481389403343201,2
village,"he village.  So we were taken into the village hall, 
being arrested. And we were staying there, I don't know how long. A lot of the 
people from the village came, and wished us well, brought us chocolates, and 
bought us, they were so good to us. 
And finally, they took us into a bus. And whilst the bus w",fear,0.7394756078720093,2
village,"ght us chocolates, and 
bought us, they were so good to us. 
And finally, they took us into a bus. And whilst the bus was leaving, the people 
of the village laid around the bus, and they didn't want the bus to leave. We 
must have been about 60, 70 people in that bus. And then they were singing the 
song ",fear,0.2963522672653198,2
village,"nt to the capital of the department, which 
is like a state here, of Le Puy. But meanwhile, as our bus was leaving, the 
pastor and the doctor of the village, Pastor Trocme and Dr. Le Forestier, 
followed the bus. And they, we, we were taken to a military barracks there. There 
were Germans there. And ther",fear,0.670337439,2
village,"e called. And some of them were half 
Jewish. Some of them were non-Jewish. And so it was myself and one half-Jewish 
fellow. He, we went back to the village of Le Chambon-sur-Lignon. They brought us back, the 
doctor. 
I was too young. I was maybe half a year too young. And the other one was half 
Jewish.",neutral,0.5112332105636597,4
village,"d the other one was half 
Jewish.  So now I said to myself, well, it's time I do something. But meanwhile, 
where I'm gonna stay? I can't stay in the village now. It is impossible. 
So I went to my friend, Madame Philip. I said, where should I go? She says, well, 
there is a spot up at the farm of the Salv",fear,0.8091886043548584,2
village,"rland. She, she went 
downstairs with me to, in that apartment house. It was not a apartment. It was a 
two-family house. The assistant pastor to the village, Pastor Theis live there. 
And he, she said to him, Pastor, why don't you make a false identification for 
Jack? So she, he said, sure. So we're sitt",fear,0.3491252362728119,2
village,"e, 
they rented a bicycle for me. And I had my knapsack and my uniform. And they took 
us, they took me down about 40 miles down the mountains into a village called, to 
a town named Valence. And there I was met by a lady. I don't remember her name. 
And she took care of me for, for the weekend. And she to",fear,0.5891138911247253,2
village,"lady. I don't remember her name. 
And she took care of me for, for the weekend. And she took me to her brother, who 
was a pastor in another mountain village. And she took a, and then, it was a 
Monday she took us. She took me and another pastor who joined us there, took us 
to Grenoble, from Grenoble to A",neutral,0.4309411942958832,4
village,",000 Jewish people, who were the, the one 
who was very involved with this was Pastor and Madam Trocme and Mr. Darcissac 
and Pastor Theis. The, this village is unique. As a matter of fact, there's a film 
that has been made by Pierre Sauvage named Weapons of the Spirit. 
This is the picture where the seve",neutral,0.7418407797813416,4
village,"the right, you have the French 
colors. And I had some happy times in this dining room. 
Oh, definitely. And I'm very proud to have been part of this village. They did a lot 
of good for all these Jewish people, who were hidden for so many years. ﻿My name is Jack J Lewin. 

From there, we went to Camp de G",joy,0.9592727422714233,3
village," I stayed approximately 10, 11 months, I 
don't recall, and a lady came to ask my parents at the time if they would 
like to send a child to a little village, which was called 
Le Chambon-sur-Lignon, Le Chambon-sur-Lignon in the Haute-Loire. And my parents 
naturally said yes, and they consulted with me, a",fear,0.6243698000907898,2
village," it was a farm, actually, where I stayed for about a 
month and a half or two. And I just felt I can't stay in hiding anymore. 
So I went down to the village in the evening, and I approached the lady 
who was very dear to me, a Madame Andre Philip, and I said, I want to 
leave. I want to join the French fo",sadness,0.6314167976379395,5
village,"of 1943. I definitely owe my life to Pastor Trocme. If it wouldn't 
be for him, I guess I wouldn't be here. I would have a, I'm very grateful 
to the village and to pastor.

Pastor Trocme and the people in that village of Le Chambon-sur-Lignon 
definitely risked their lives, to save my life. To explain thi",joy,0.7544475793838501,3
village,"ldn't 
be for him, I guess I wouldn't be here. I would have a, I'm very grateful 
to the village and to pastor.

Pastor Trocme and the people in that village of Le Chambon-sur-Lignon 
definitely risked their lives, to save my life. To explain this, well, I 
only can speak for Le Chambon-sur-Lignon, really.",joy,0.8518217206001282,3
village,"Chambon-sur-Lignon 
definitely risked their lives, to save my life. To explain this, well, I 
only can speak for Le Chambon-sur-Lignon, really.  This village, in the, 
I believe it was in the 16th century, when the Heugenots were persecuted 
themselves, knew what persecution means. And the pastor, who was ",fear,0.46123555302619934,2
village,"ve been doing. They wanted to help. They did help. 
Nobody really knows how many Jews they saved, but they say it has been at 
least 5000 for a small village like this.

The people of Le Chambon-sur-Lignon were really an exception.
﻿Max and Hanne Leibmann 
Well, I, Hanne, was born in 1924.

The social serv",neutral,0.5253318548202515,4
village,"gencies were very helpful to us. And indeed one day a 
social worker came to my mother and asked me whether she would let me go 
out of the camp to a village called Le Chambon-sur-Lignon. And by now you 
must have heard about Le Chambon-sur-Lignon. There was a concerted effort 
to get the children and youn",fear,0.7459019422531128,2
village,"alnutrition, danger of, you know, I mean the whole thing. So this 
young lady from the OSE came around and asked whether she would let me go 
to that village, that there was a minister there by the name of Trocme 
and they wanted to take some young people out of the camp. And my mother 
left the decision t",fear,0.8755243420600891,2
village,"ere foreigners, 
obviously we did not speak French or not a good French. Obviously, we 
were dressed differently. I mean, we were very obvious in the village, 
no doubt about it. And there was, we were just always appreciated. People 
always helped us. There came the moment when we had to be hidden. The 
f",joy,0.5484924912452698,3
village,"rotestant home. We had all sorts of people. The number of 5000 is the 
accepted number today by the papers, the false papers that were issued in 
the village and the surrounding area. People came, stayed, got their 
papers, went on. Because once they had the false identification papers, 
especially with th",anger,0.47175905108451843,0
village,". There were no 5000 people 
surviving in hiding in Germany, Jewish people. I think the number 
is 2000, but I'm not quite sure. So think of what one village did or one 
village and the surrounding villages, what they did in comparison to 
others. It is enormous. 
 
When I came back to Le Chambon-sur-Ligno",neutral,0.5696830749511719,4
village," people 
surviving in hiding in Germany, Jewish people. I think the number 
is 2000, but I'm not quite sure. So think of what one village did or one 
village and the surrounding villages, what they did in comparison to 
others. It is enormous. 
 
When I came back to Le Chambon-sur-Lignon from seeing my mot",fear,0.6127695441246033,2
village,"l tell you himself. And when he came back he was given false papers 
and together with some others and a guide, he was taken to Switzerland. 
So this village has done more in every way, than anyone else that I know, 
okay? 

There is an advantage to having someone, yes, especially if you're in the 
same si",fear,0.2743995785713196,2
village,"ad family in, in, in Switzerland. So my, I was focused on 
Switzerland. I went alone from Chambon-sur-Lignon, which I left on foot 
to go to the next village, because I did not want anyone in the village 
to see me take the train. This way I just disappeared. I stayed one night 
with the minister in Tence,",fear,0.9331848621368408,2
village," focused on 
Switzerland. I went alone from Chambon-sur-Lignon, which I left on foot 
to go to the next village, because I did not want anyone in the village 
to see me take the train. This way I just disappeared. I stayed one night 
with the minister in Tence, which is the next little town. And the, in 
t",fear,0.9533666372299194,2
village,"I was an only child. Was born in Mannheim, Germany. 

We arranged that should I get into trouble, for whatever reason, I should 
try to get up to her village, because while she didn't know what was 
really going on there, she felt they would help. And so the young fellow 
was much younger, was a few years ",fear,0.6907512545585632,2
village,"I ate the same food the farmer ate and this gave me some of the vigor 
back, which I needed when the underground, the resistance movement in, in 
the village when I came back, helped me to get out of France and into 
Switzerland. We were given false papers. 
No, we didn't know anything of how often these r",anger,0.6180774569511414,0
village,"us who went to, who were 
helped escape to Switzerland, I think we were the first group, because we 
went by railroad from Le Chambon-sur-Lignon to a village in the French 
Alps. 
 
When we left Chambon-sur-Lignon, we were given ins, explanations that we 
should find Protestant ministers. If you can't find",fear,0.6682064533233643,2
village,"back, I was 
fitted with false papers and I went. And that happened before this man 
who, who said he made at least 5000 false paper was ever in this village. 
He came much later. 
﻿My full name is Johanne (Hanne) Eva Liebmann. My maiden name was Hirsch. 
I was born on November 28, 1924, in Karlsruhe, West",fear,0.49640411138534546,2
village,"orn on November 28, 1924, in Karlsruhe, West Germany. 

A social worker from the OSE came  to  see  my  mother  and  explained  
that  there  was  a  village  Le  Chambon-sur-Lignon,  who  was looking 
to help young people to take them out of the camp and would she agree to 
let me go. And my mother asked ",fear,0.7468041181564331,2
village,". We got along. 
 
Les Chambonnais received us very well. Extremely well. We felt very much 
at ease or at least I did, feel very much at ease in the village. I 
eventually met some other people, French people, and there was never a 
problem. I met once a farmer who said to me, ""Even if we had less to eat,",joy,0.9168881773948669,3
village,"l our lives from the outside world that someone 
would say even if we have less we want more of you. So does this explain 
to you the attitude of the village? Okay? In 1942 when the roundup 
started of the people outside the camps when I came back we were hidden 
by the farmers. We first had a confrontatio",fear,0.48990413546562195,2
village,"bit tight in this 
armoire and so eventually they left and we could come out. So we were 
very, very lucky. And four weeks later, we came back to the village. The 
razzias had stopped for the moment and it also helped me to make up my 
mind. Even before that actually, when I came back from Gurs after I saw",joy,0.4357876777648926,3
village," take me across the border. I made my way 
alone from Le Chambon-sur-Lignon to Annemasse. Mr. Bohny happened to be 
on the train when I left the next village. I did not board the train in 
Le Chambon-sur-Lignon. I  boarded the train in Tence which is the little 
town below. And he was on the train; and he ",fear,0.927933931,2
village,"was born on November 28, 1924 in Karlsruhe, 
Germany. 
 
Eventually a social worker came around and asked my mother whether she 
would let me go to a village in France, Le Chambon-Sur-Lignon where there 
were people who wanted to help young people to survive, to get out of the 
camps. My mother asked me an",fear,0.769953728,2
village,"ey came. Of course they knew exactly who we were. They 
had our names, they had everything. The man who was in charge of the 
Swiss operation in this village, Mr. Bohny explained to the Gestapo, 
said, they could not touch us. That we were under Swiss protection. No 
way. But he talked long enough and hard",neutral,0.6079394221305847,4
village,"nance 
minister of de Gaulle in his first government; who was already then with 
de Gaulle in England. And she made sure that after one night in the 
village, in a villa with people who were very willing to give me a room 
for the night and fed me, I was placed on a farm about an hour and a half 
to two ho",disgust,0.3116225004196167,1
village,"I shouldn't worry. Shortly thereafter, 
I was picked up, brought back to Le Chambon-sur-Lignon where I found my 
girlfriend. By people from, from the village. Madame Philip made sure 
that I was photographed; I was given false papers. And days later, with 
false papers and three other fellows, we were dire",fear,0.9656324982643127,2
village,"hilip made sure 
that I was photographed; I was given false papers. And days later, with 
false papers and three other fellows, we were directed to a village one 
stop from Saint‐Gervais in the French Alps. It went there by train. We 
fared well, nobody challenged us; nobody stopped us. 

We had been expla",fear,0.669278622,2
village,"over the area. I don't, I don't really think 
of them in terms of. I found no differences, you know. The people in, in 
Le Mazet, which is the sister village to, to Le Chambon-sur-Lignon, which 
by the way, Le Mazet was even more densely Protestant than Le Chambon-sur-Lignon, 
if that is possible.  Le Cham",neutral,0.657982349,4
village,"hat I probably feel 
closest to, besides, besides the Trocmé family, are Henri et Anne 
Heritier, who played a very important role in the life of the village, 
although nobody knew it at the time; because they were harboring the 
young Jew who was the forger for the village.  And that was a key 
component ",fear,0.3214445412158966,2
village,"mportant role in the life of the village, 
although nobody knew it at the time; because they were harboring the 
young Jew who was the forger for the village.  And that was a key 
component in what went on there.  People, Jews needed false ID's. But 
they played an important role in my life, because my par",fear,0.4608705937862396,2
village,"is parents had allowed him to go.

But the head of the Quakers said, oh, we have so many volunteers coming 
in the camps, but what we miss would be a village who accepts to take 
those who are rescued from the camp, because it is dangerous, and the 
people do not want to take them in. Is your village ready",sadness,0.3233903646469116,5
village," be a village who accepts to take 
those who are rescued from the camp, because it is dangerous, and the 
people do not want to take them in. Is your village ready to do such a 
thing? Then my husband came back, and it was decided that the people 
could come in Le Chambon-sur-Lignon.

And so the first hous",fear,0.4082469642162323,2
