other_French_Locations,LAT,LON,ALT,Context,label,score,label_numeric
Etienne,45.43389,4.39,529,"on, ça c'était ce qui s'est passé 
sur place. 

﻿Mon nom est Etienne Weil, je suis né le 1er février 1937 à Lille dans le 
nord.

Donc il fallait nous éloigner, en tout cas mon frère et moi, nous 
éloigner à nouveau de Saint-Etienne. Or, c'est dans ce jardin d'enfants 
qui était tenu par une association qui s'appelait L'Aide aux Mères, M-E-
R-E-S, que ma mère a entendu parler du Chambon-sur-Lignon, en 1942, d'un 
village qui était à 60 kilomètres de Sai",neutral,0.8290784358978271,4
Etienne,45.43389,4.39,529,"r, c'est dans ce jardin d'enfants 
qui était tenu par une association qui s'appelait L'Aide aux Mères, M-E-
R-E-S, que ma mère a entendu parler du Chambon-sur-Lignon, en 1942, d'un 
village qui était à 60 kilomètres de Saint-Etienne.

Et je sais que mon père est allé en franc-tireur, a fait un voyage au 
Chambon-sur-Lignon pour voir ce que c'était, trouver des correspondants. 
Et il est revenu absolument emballé, étourdi par ce voyage, parce qu'il 
est ",joy,0.9930227994918823,3
Étienne,45.43389,4.39,529,"e. Et j'avais monsieur Schmitt, qui a été 
bibliothécaire à la Bibliothèque nationale de Paris. Donc une élite 
intellectuelle protestante était au Chambon-sur-Lignon.

Je savais déjà que ma mère s'est trouvée près de Sainte-Étienne. Pourquoi? 
Parce qu'on l'avait libérée du camp des Gurs.

Et par petite étape, elle s'approchait du Chambon-sur-Lignon, en faisant 
le métier de femme de ménage ou de bonnete ouverte. Et c'est nous, mon 
frère et moi, qui n",neutral,0.976935625,4
Étienne,45.43389,4.39,529,"e, elle s'approchait du Chambon-sur-Lignon, en faisant 
le métier de femme de ménage ou de bonnete ouverte. Et c'est nous, mon 
frère et moi, qui nous sommes allés l'hiver 1942, la voir là où elle se 
trouvait près de Sainte-Étienne. Et là, nous avons décidé qu'elle allait 
nous rejoindre au Chambon-sur-Lignon.

Et je voudrais vous parler que nous étions suffisamment informés, mais 
mal informés, car ma mère a réussi à établir un contact via Lausanne, 
",neutral,0.9866877198219299,4
Étienne,45.43389,4.39,529,"
faux papiers, des.

Non, ce n'était pas tellement avec les éclaireurs, c'était avec un groupe 
qui se trouvait là. J'étais toujours en contact avec les éclaireurs, du 
fait que, si vous voulez, je les rencontrais ou à Saint-Étienne, ou à 
d'autres endroits, ou au Puy, ou à d'autres endroits, mais pas au 
Chambon-sur-Lignon même.

Et puis je n'étais plus sous le nom de Kalimovitsky, j'étais sous le nom 
de Jean-Charles Pierron, à l'époque.

J'avais chan",neutral,0.9790641665458679,4
Étienne,45.43389,4.39,529,"semaines plus tard, mes 
parents m'ont mis en sûreté en premier. Comme j'étais le plus jeune, 
c'est moi qu'on a caché en premier.

Alors, j'ai été caché au Chambon-sur-Lignon, qui est un petit village 
situé au sud de Saint-Étienne, dans le massif central. C'est un petit 
village qui a la chance d'être un peu à l'écart de tout centre industriel 
et des grandes routes, donc bien isolé. Et c'est un village qui est 
habité par une communauté protestante.
",neutral,0.9711324572563171,4
Étienne,45.43389,4.39,529,"site 
de son bureau.

C'était dangereux pour Les Sèches qui m'hébergeaient. C'était dangereux 
pour moi. Mais ça, c'était Le Forestier.

Et c'était tellement vrai que Le Forestier, un jour, est parti avec sa 
voiture à Saint-Étienne, ou ailleurs, je ne sais plus très bien, qui 
s'est fait arrêter par... et qui l'a pris en stop, des gens. C'étaient 
des résistants.

Ils se sont fait arrêter par une patrouille allemande un peu plus loin. 
Les résistants é",sad,0.3943939805030823,5
Étienne,45.43389,4.39,529,"re qu'éventuellement, nous pouvions y aller pour 
les vacances de Pâque, par exemple. Ils n'avaient pas d'automobile, nous 
montions par le train, ou nous montions à bicyclette, ou par un autocar.

Et nous avons quitté Saint-Étienne. Nous n'avons pas vu les allemands 
arriver à Saint-Étienne en 1940. Et nous sommes partis dans l'appartement 
que nous avions loué à l'année à Tence.

Donc toute la famille est partie là-bas.

Alors, Tence se trouve, en Hau",neutral,0.9702207446098328,4
Étienne,45.43389,4.39,529,"es de Pâque, par exemple. Ils n'avaient pas d'automobile, nous 
montions par le train, ou nous montions à bicyclette, ou par un autocar.

Et nous avons quitté Saint-Étienne. Nous n'avons pas vu les allemands 
arriver à Saint-Étienne en 1940. Et nous sommes partis dans l'appartement 
que nous avions loué à l'année à Tence.

Donc toute la famille est partie là-bas.

Alors, Tence se trouve, en Haute-Loire, à proximité d'Yssingeaux, qui est 
une sous-préfec",neutral,0.9664226770401001,4
Étienne,45.43389,4.39,529,"s je suis parti en vacances et toujours en revoir, à Tence, 
toujours à Tence, retrouvant toujours tous mes amis et puis je suis 
redescendu au début de l'année scolaire.

Voilà comment nous avons quitté, en mars 1943, Saint-Étienne, pour 
regagner, toujours, notre petit logement de vacances à Tence, où toute la 
famille s'est installée, sauf moi, parce que, quelques mois avant, nous 
avions une domestique, nous avions eu, avant la guerre de 1939, une 
",neutral,0.5556832551956177,4
Étienne,45.43389,4.39,529,"arce que, quelques mois avant, nous 
avions une domestique, nous avions eu, avant la guerre de 1939, une 
domestique protestante, dont les parents avaient une ferme en Haute-
Loire, et cette jeune femme est descendue à Saint-Étienne, et nous a dit, 
les dangers sont là, donc, les gens étaient conscients, dans ce moment, 
des dangers, et si vous arrive n'importe quoi, la ferme de mes parents 
vous est ouverte. Et donc, mes parents ont gagné le petit appa",neutral,0.8067762851715088,4
Étienne,45.43389,4.39,529,".  Mon nom, dans la Résistance, était Serge Naudet. Naudet, 
ça correspond à des mouchoirs, donc, j'avais une fausse carte d'été, qui 
cette fois-ci n'était plus marquée du nom de juif, qui émanait de la 
préfecture de Saint-Étienne, par je ne sais quel mécanisme, mais ma carte 
m'avait été remise par la Résistance.

Mes parents, eux, avaient, après, en obtenu aussi de la Résistance, sans 
le croire, obtenu une fausse carte, mais autrement, là, ils avai",neutral,0.721700132,4
Étienne,45.43389,4.39,529,"a y est, j'ai retrouvé le contact. J'ai 
dit, merveilleux, et je suis immédiatement reparti à bicyclette au 
Chambon-sur-Lignon, trouver Léon Eyraud, et à dire, monsieur, moi, 
maintenant, j'ai été dans la résistance à Saint-Étienne, mais maintenant, 
je veux une arme, je veux pouvoir me défendre. Et Léon Eyraud m'a dit, 
écoute, mon petit, pour l'instant, on n'a rien.

On n'a pas d'argent, on n'a pas de nourriture, on n'a pas d'armes, on n'a 
rien. Alo",sad,0.577349067,5
Étienne,45.43389,4.39,529,"onc, je ne m'occupais pas.

Par contre, d'autres camarades ont attaqué la gendarmerie et ont fait 
prisonner les gendarmes. Et puis, nous avions mis, quand nous sommes 
arrivés à Montfaucon, où il y a une route directe Saint-Étienne à le Puy, 
on nous a dit, attention, les Allemands vont arriver. On a prévenu qu'une 
colonne allait passer.

Alors, on a mis deux sentinelles au carrefour, sur la route de Saint-
Étienne à le Puy. Et puis, on est repartis, ",anger,0.47556984424591064,0
Étienne,45.43389,4.39,529,"n, où il y a une route directe Saint-Étienne à le Puy, 
on nous a dit, attention, les Allemands vont arriver. On a prévenu qu'une 
colonne allait passer.

Alors, on a mis deux sentinelles au carrefour, sur la route de Saint-
Étienne à le Puy. Et puis, on est repartis, ayant chargé nos gendarmes, 
on part. On fait quatre kilomètres, et nos chefs disent, nom d'un chien, 
on a oublié nos sentinelles.

Alors, on est repartis en marche arrière. Heureusement,",sad,0.3404790461063385,5
Étienne,45.43389,4.39,529,"é, le 1er septembre, sont arrivés les blindés alliés, 
mais quand les blindés sont arrivés, la résistance française avait 
complètement libéré la route de l'intérieur, la route des Cévennes, 
depuis Nîmes jusqu'à Lyon. Saint-Étienne était libéré aussi. Il s'est 
passé, d'ailleurs, des exactions à Saint-Étienne avec des groupes plus ou 
moins incontrôlés, mais tout était libéré par conséquent.

de ce paysan qui m'a ouvert sa ferme, il savait qu'il pouvai",neutral,0.9739075899124146,4
Étienne,45.43389,4.39,529,"ont arrivés, la résistance française avait 
complètement libéré la route de l'intérieur, la route des Cévennes, 
depuis Nîmes jusqu'à Lyon. Saint-Étienne était libéré aussi. Il s'est 
passé, d'ailleurs, des exactions à Saint-Étienne avec des groupes plus ou 
moins incontrôlés, mais tout était libéré par conséquent.

de ce paysan qui m'a ouvert sa ferme, il savait qu'il pouvait être 
exécuté par les Allemands si jamais je t'ai capturé. Il y a eu une chos",neutral,0.8124298453330994,4
Étienne,45.43389,4.39,529,"en 1929, au Chambon-sur-Lignon. Ah ! Je suis la seule de la 
famille. Oui.

Mes parents y ont installé une maison de vacances. Et puis, ma maman, je 
suis née, avant que maman ait eu le temps de redescendre en ville à 
Saint-Étienne.

Voilà. Donc, je suis née au Chambon-sur-Lignon.

Ah ! Alors, mes parents y étaient montés pour sortir de la ville, en 
villégiature. Ça s'appelle en villégiature.

Voilà. Et puis, je suis née avant que maman ait eu le temp",neutral,0.923226535,4
Étienne,45.43389,4.39,529,"che, mon père repartait en camionnette. Avec une camionnette. 
Il y avait des bancs derrière, dans la camionnette.

Et il y avait un tas de gens qui venaient sur la terrasse de mes parents 
pour partir en camionnette à Saint-Étienne pour redescendre en ville. 
Alors ça, c'est un souvenir très présent. Alors on voyait des tas de 
gens, on ne savait pas qui c'était.

Il ne fallait rien dire, il ne fallait pas, On n'avait rien vu. Il 
fallait continuer de ",sad,0.7724393606185913,5
Étienne,45.43389,4.39,529," fallait rien dire, il ne fallait pas, On n'avait rien vu. Il 
fallait continuer de jouer, nous.

Alors là, les dimanches après-midi, il y avait moins de.

Sur les routes, ils n'étaient pas arrêtés. Ils rentraient sur Saint-
Étienne. Dans l'après-midi, oui, ils partaient vers 5h de l'après-midi.

Alors certains arrivaient à 4h pour être sûrs de partir. Tous des gens 
que mes parents connaissaient. Oui, des Stéphanois.

Et tout ça. Pas un mot sur tout ça",sad,0.795860231,5
Étienne,45.43389,4.39,529,"out ça, il ne fallait rien dire. C'était la 
loi.

Pas toute la guerre, parce qu'après, il y avait. Mon père se cachait. Mon 
père s'est caché à partir d'octobre 1943.

Tout a changé. Ma tante a été déportée. Arrêtée à Saint-Étienne, 
déportée.

Et mon père s'est caché. Nous on était au Chambon-sur-Lignon et ma tante 
était à Saint-Étienne.

Alors là, dans la famille, ça a été. Nos cœurs s'arrêtaient de battre. 
C'est curieux, hein ?

Vous jouez. Allez,",sad,0.9285074472427368,5
Étienne,45.43389,4.39,529,"se cachait. Mon 
père s'est caché à partir d'octobre 1943.

Tout a changé. Ma tante a été déportée. Arrêtée à Saint-Étienne, 
déportée.

Et mon père s'est caché. Nous on était au Chambon-sur-Lignon et ma tante 
était à Saint-Étienne.

Alors là, dans la famille, ça a été. Nos cœurs s'arrêtaient de battre. 
C'est curieux, hein ?

Vous jouez. Allez, continuez de jouer.

Mon père s'est caché. Ah oui, une grande période. D'octobre 1943 à 
septembre 1944.

Pa",sad,0.7795594334602356,5
Étienne,45.43389,4.39,529," qu'il n'y ait 
plus d'Allemands nulle part.

Cet été, là, chez nous. Mais les autres années, il s'était caché. Il 
était caché dans la haute-loire, chez un paysan, dans la forêt.

Et justement, quand il est arrivé de Sainte-Étienne, en camionnette, mais 
tout seul. Un jour complètement inhabituel. Et de très loin, on était 
dehors.

On a entendu, nous enfants, on a entendu la camionnette arriver. De loin. 
Vite.

On s'est dit, il y a quelque chose. Mon",surprise,0.7175096273422241,6
Étienne,45.43389,4.39,529," passait 
comme.

Mais pas beaucoup dans la campagne quand même. Mais il fallait toujours 
se méfier. Dans le mot d'ordre, tu pédales. Oui.

C'est-à-dire que les classes terminaient tôt. Toutes les classes, on 
était à Saint-Étienne. Oui.

Mais en été, pour les vacances. On passait le mois de juin, pratiquement, 
au Chambon-sur-Lignon. 

Vous êtes allé au Chambon-sur-Lignon pour éviter le bombardement.

Beaucoup, beaucoup.

Maman et nous, nous étions be",neutral,0.9665731191635132,4
Étienne,45.43389,4.39,529,"naient pas chez nous. Qui étaient. Qui 
venaient de la ville, qui se cachaient.

Et elle, pour nous, ça a été notre porte ouverte sur le monde. Parce 
qu'elle, pour la Cimade, justement. Pour protéger des familles de Sainte-
Étienne qui ne pouvaient pas monter, qui ne pouvaient pas partir. Il 
fallait leur trouver un logement au Chambon-sur-Lignon.

Il fallait. Il lui fallait de l'argent. Un peu d'argent.

Et nous, avec les babay. Ça, là, ça faisait du ",neutral,0.489867628,4
Étienne,45.43389,4.39,529,"beaucoup la résistance, et n'étaient pas 
ennemis des Juifs, au contraire, ils ont beaucoup caché les Juifs, ils 
ont beaucoup aidé à la sauvegarde des Juifs.

C'est donc en Haute-Loire, près du Massif Central, près de Saint-Étienne. 
C'est en France, dans les montagnes.

J'ai d'ailleurs quelques photos de cet endroit, si vous voulez les voir 
maintenant, ou tout à l'heure. Donc, à Chambon-sur-Lignon, j'ai eu la 
chance de pouvoir aller au collège. Je s",joy,0.8771539926528931,3
Étienne,45.43389,4.39,529,"nces de mes parents, de mon père tout au moins, 
des gens de Mulhouse, qui étaient aussi venus dans cet endroit, mais eux, 
ils étaient venus, je dirais, plus à titre de touristes, parce qu'ils 
avaient trouvé refuge à Saint-Étienne. Et ce sont des gens qui nous ont 
indiqué qu'il y avait aussi, donc, au même endroit, ce même village de 
Tence, il n'y a plus de canton, qu'il y avait un camp où se trouvaient 
des réfugiés juifs, pas des réfugiés, des réf",neutral,0.7709157466888428,4
Étienne,45.43389,4.39,529,"is oublié de vous dire qu'à partir de 1943-1944, mon père avait 
décidé aussi de gagner son argent d'une autre façon. Il a fabriqué la 
lingerie féminine, avec des tissus qu'il achetait chez des anciens 
fournisseurs à Saint-Étienne. La découpe était faite à partir de patrons 
de couture qu'on achetait en papier, qui étaient faits pour les gens qui 
voulaient fabriquer et faire leurs vêtements eux-mêmes.

Donc mon père achetait des modèles comme ça, et ",neutral,0.9643682241439819,4
Étienne,45.43389,4.39,529,"limite du Chambon-sur-Lignon, qui était tenu par M. et Mme Munch, qui 
étaient des Alsaciens, et là, ce sont d'autres aventures, c'était 
extraordinaire.

Mes parents sont venus me voir, là. Ils sont toujours restés à Saint-
Étienne. 

Mon père, c'était extraordinaire, parce qu'il partait plusieurs jours, il 
allait par tous les moyens, par le train, par le Tortillard, je ne sais 
pas comment il faisait, il allait dans toutes les campagnes placer ses 
e",joy,0.9788259863853455,3
Étienne,45.43389,4.39,529,"vivait dans les bois, constamment dans les bois.

Et on était sévère, comme on peut l'être avec un enfant. Il y avait une 
discipline à observer.

Mais sinon, on avait une liberté totale, totale.

Alors, en tout cas de Saint-Étienne, oui, on y accédait. C'est 
extraordinaire que tu poses la question. Parce qu'il y a un personnage 
important qui était le train.

Donc, on prenait la ligne normale de Saint-Étienne jusqu'à Dunière, une 
petite ville, Dunièr",neutral,0.9574427604675293,4
Étienne,45.43389,4.39,529,"tale, totale.

Alors, en tout cas de Saint-Étienne, oui, on y accédait. C'est 
extraordinaire que tu poses la question. Parce qu'il y a un personnage 
important qui était le train.

Donc, on prenait la ligne normale de Saint-Étienne jusqu'à Dunière, une 
petite ville, Dunière. Et là, on changeait à Dunière. Et on prenait un 
train, si on appelle ça un train, petite ligne de campagne, qui 
rejoignait Dunière à.

Il allait jusqu'à Saint-André, je crois. B",neutral,0.8737608790397644,4
Étienne,45.43389,4.39,529," On ne les voyait jamais.

Il n'y avait pas d'occupation. Il n'y avait pas d'Allemands au 
Chambon-sur-Lignon. Jamais.

Donc je ne savais même pas ce que c'était. J'avais oublié. J'en avais vu 
à Paris, j'en avais vu à Saint-Étienne, mais non, ce n'était pas ma 
préoccupation du tout.

Et puis on prenait soin que ce ne soit pas ma préoccupation. On nous 
protégeait.

Et en fait, quand on était au Grillons, donc après le débarquement, 
Saint-Étienne étai",neutral,0.6135292649269104,4
Étienne,45.43389,4.39,529,"aint-Étienne, mais non, ce n'était pas ma 
préoccupation du tout.

Et puis on prenait soin que ce ne soit pas ma préoccupation. On nous 
protégeait.

Et en fait, quand on était au Grillons, donc après le débarquement, 
Saint-Étienne était toujours occupée. Probablement que ça devenait 
dangereux. Mes parents sont venus habiter le Chambon-sur-Lignon.

Ils ont loué un appartement dans une très belle maison qui s'appelait le 
Pré de Grennes. C'était une tr",neutral,0.9786505699157715,4
Gurs,43.27376,-0.74031,186," 
habitants à la limite de la Haute-Loire et de l'Ardèche et c'est ainsi 
que j'ai pu continuer de suivre les études alors qu'il s'agissait d'une 
école privée payante et j'ai eu la chance de voir ma mère libérée du camp 
de Gurs quelques mois avant la déportation de l'ensemble de la population 
juive de Gurs et par un très long cheminement par des petites étapes en 
faisant la bonne à tout faire elle est arrivée au Chambon-sur-Lignon où 
elle a vécu",joy,0.49761131405830383,3
Gurs,43.27376,-0.74031,186,"i pu continuer de suivre les études alors qu'il s'agissait d'une 
école privée payante et j'ai eu la chance de voir ma mère libérée du camp 
de Gurs quelques mois avant la déportation de l'ensemble de la population 
juive de Gurs et par un très long cheminement par des petites étapes en 
faisant la bonne à tout faire elle est arrivée au Chambon-sur-Lignon où 
elle a vécu des petits boulots pendant que moi j'étais dans ce petit 
homme homme d'enfant e",neutral,0.3935634195804596,4
Gurs,43.27376,-0.74031,186,"s étions tout à fait informés 
de ce qui se passait et nous avions la conscience de l'évolution de la 
guerre. Je voudrais à ce sujet vous raconter deux faits qui m'ont marqué.

Août 1942, la déportation des juifs du camp de Gurs. Nous l'avons su 
immédiatement. Le Chambon-sur-Lignon et tous les enfants juifs qui 
avaient encore des parents à Gurs, et même ceux qui n'en avaient pas, je 
me souviens, autour de moi, c'était comme une ruche d'abeilles.
",sad,0.8714673519134521,5
Gurs,43.27376,-0.74031,186,"is à ce sujet vous raconter deux faits qui m'ont marqué.

Août 1942, la déportation des juifs du camp de Gurs. Nous l'avons su 
immédiatement. Le Chambon-sur-Lignon et tous les enfants juifs qui 
avaient encore des parents à Gurs, et même ceux qui n'en avaient pas, je 
me souviens, autour de moi, c'était comme une ruche d'abeilles.

Et je me souviens que le président de la Fédération Protestante de 
France, Buegner, personnalité très connue qui est i",sad,0.9345682263374329,5
Gurs,43.27376,-0.74031,186,", et c'est quelque chose que je 
n'oublierai jamais, il a eu un mot très malheureux pour les enfants. Il a 
dit à mes petits amis, à mes petits camarades d'origine allemande qui 
étaient affolés par la déportation du camp de Gurs, sans qu'on sache 
exactement qu'il s'agissait de la Shoah, mais qu'on pressentait le 
danger. Il a dit, messieurs, mesdemoiselles, gardez votre sérénité.

Ça m'a paru quelque chose de... Kafkaïen. La sérénité, c'est un mot ",sad,0.9858908653259277,5
Gurs,43.27376,-0.74031,186,"la Bibliothèque nationale de Paris. Donc une élite 
intellectuelle protestante était au Chambon-sur-Lignon.

Je savais déjà que ma mère s'est trouvée près de Sainte-Étienne. Pourquoi? 
Parce qu'on l'avait libérée du camp des Gurs.

Et par petite étape, elle s'approchait du Chambon-sur-Lignon, en faisant 
le métier de femme de ménage ou de bonnete ouverte. Et c'est nous, mon 
frère et moi, qui nous sommes allés l'hiver 1942, la voir là où elle se 
tro",neutral,0.9809904098510742,4
