Features,Context,label,score,label_numeric
village,"

Enfin, au mois de mars. Je ne me suis pas occupée de finir cette année-là 
ma philo. Je suis allée... On a trouvé... Mes frères avaient besoin de 
pièces à leur culotte, si vous voulez.

Et on est allés chez le tailleur du village. Et bien, il m'a dit, si tu 
veux aider, comme ça, tu mettras les pièces aux pantalons de tes frères 
et tu nous aideras un peu. Alors, je suis rentrée là et j'ai fini comme 
pantalonnière, si vous voulez.

Et alors, mes frè",neutral,0.9428836107254028,4
village,"
d'infirmier. Le Maurice qui a été médecin par la suite.

Donc on était connus, on était appréciés. Moi j'allais chez les gens 
veiller aux châtaignes, les gens étaient très gentils. Et alors la région 
de Fay-sur-Lignon, le village Fay-sur-Lignon si vous voulez, était encore 
imprégné des guerres de religion.

C'est à dire qu'il y avait deux communautés, la communauté catholique et 
la communauté protestante. Et ils nous ont aidés également. Ma sœur 
a",neutral,0.9492321014404297,4
village," avait ma mère, ma soeur était allée aux 
commissions et mes frères jouaient.

Ma soeur Martine là était allée aux commissions et ils ont attendu mon 
père et mon frère qui sont revenus aussi, qui s'étaient promenés dans le 
village et qui sont revenus.

Le frère aîné, mon frère André. Ils ont dit on vous ramène à Marseille et 
à ce moment là, mon frère Maurice qui était plus jeune a dit mais je veux 
prendre la place de mon père, il a 60 ans, vous n'al",neutral,0.7489466071128845,4
village,"ns les premières lettres ils nous ont dit que les allemands 
recherchaient le reste de la famille pour les déporter ensemble et il 
nous recommandait de nous cacher. Alors nous avons quitté l'endroit que 
nous avions dans le village et nous sommes allés dans une ferme reculée 
pour nous cacher encore plus. Et les lettres arrivaient dans la maison 
que nous avions louée là et les lettres sont arrivées régulièrement.

Alors c'est là que papa m'a dit j'ai ",sad,0.26945218443870544,5
village,"tait des policiers français. Et alors 
papa me dit dans cette lettre qu'il a rencontré Jacqueline Sèche et 
qu'ils avaient échangé un morceau de pain ensemble.

Et alors il nous demandait de lui envoyer des colis. Et dans le village 
nous étions liés d'amitié avec le garagiste. Un garagiste qui s'appelait 
monsieur Exbraia.

Et maman lui a dit est-ce que vous pourriez aller à Paris, puisque vous 
n'êtes pas contrôlé en tant que juif, est-ce que vous pou",neutral,0.9251623749732971,4
village,", on est revenu dans la maison où on avait 
laissé quelques affaires, on a payé ce qu'on devait, les enfants sont 
revenus du Collège Cévenol et on a décidé de rentrer à Marseille.

Alors à Fay-sur-Lignon, je vous ai dit, le village n'était pas occupé par 
les Allemands, mais quand on a entendu que l'armée d'Afrique passait par 
Le Chambon-sur-Lignon, on est tous descendus sur des vélos, sur des 
charrettes, on est allé voir passer l'armée d'Afrique, c'",neutral,0.9319944381713867,4
village,"s, 
c'est pas la peine, il y a des gens qui veulent, des gens qui ne veulent 
pas, c'est tout. Le Chambon-sur-Lignon a été un truc exceptionnel, parce 
que c'est vraiment.

il n'existe pas, je crois, dans toute la France, un village comme celui 
du Chambon-sur-Lignon. C'est dû à ces pasteurs, qui étaient des types 
extraordinaires, un certain nombre de familles qui ont accepté de prendre 
des gens, certains financièrement, d'autres non financièrement, e",joy,0.722402036,3
village,"e. Mes prénoms actuels sont Paule et Va, mais à ma 
naissance, c'était différent.

Il a donc pris le contact avec la Résistance, la première fois, déjà en 
1942. Et grâce à la Résistance, nous avons pu partir dans le fameux 
village de Chambon-sur-Lignon, où il y avait beaucoup de juifs réfugiés.

Et sur cette localité, il y a eu un film fait par un Américain qui 
s'appelait Sauvage, Pierre Sauvage. Et son père, Léo Sauvage, c'est nous 
qui lui avons pe",neutral,0.9760513305664062,4
village,"rmis de se sauver au Chambon-sur-Lignon. On l'a aidé là-
bas à s'installer et à vivre.

Alors il est venu après, ici, nous interroger pour son film. J'ai oublié 
les noms, mais je pourrais vous donner la brochure. Et dans ce village de 
Chambon-sur-Lignon, il y a eu 5000 juifs sauvés pendant la guerre.

Mais il y en a eu aussi beaucoup qui ont été ramassés par le Gestapo. 
Alors nous sommes restés, non pas à Chambon-sur-Lignon même, parce que 
c'était d",neutral,0.8700498938560486,4
village,"vembre. Dès décembre, quelques semaines plus tard, mes 
parents m'ont mis en sûreté en premier. Comme j'étais le plus jeune, 
c'est moi qu'on a caché en premier.

Alors, j'ai été caché au Chambon-sur-Lignon, qui est un petit village 
situé au sud de Saint-Étienne, dans le massif central. C'est un petit 
village qui a la chance d'être un peu à l'écart de tout centre industriel 
et des grandes routes, donc bien isolé. Et c'est un village qui est 
habité p",neutral,0.9314576387405396,4
village,"eté en premier. Comme j'étais le plus jeune, 
c'est moi qu'on a caché en premier.

Alors, j'ai été caché au Chambon-sur-Lignon, qui est un petit village 
situé au sud de Saint-Étienne, dans le massif central. C'est un petit 
village qui a la chance d'être un peu à l'écart de tout centre industriel 
et des grandes routes, donc bien isolé. Et c'est un village qui est 
habité par une communauté protestante.

Les légendes du Chambon-sur-Lignon sont protesta",neutral,0.9740580916404724,4
village," qui est un petit village 
situé au sud de Saint-Étienne, dans le massif central. C'est un petit 
village qui a la chance d'être un peu à l'écart de tout centre industriel 
et des grandes routes, donc bien isolé. Et c'est un village qui est 
habité par une communauté protestante.

Les légendes du Chambon-sur-Lignon sont protestantes. Ils ont gardé le 
souvenir des persécutions qu'ils ont subies sous les rois de France 
jusqu'à la Révolution. Et ils ont ",neutral,0.9619807600975037,4
village," estime qu'à la fin de la guerre, il y avait autant de Juifs 
que de protestante, que de gens du Chambon-sur-Lignon. Il y en avait dans 
toutes les fermes, des environs, dans toutes les maisons.

Et en fait, le pasteur de ce village, qui est un homme extraordinaire, 
qui s'appelait André Trocmé, est monté en chaire après la capitulation, 
lorsque notamment Pétain est allé serrer la main de Hitler à Montouar. Il 
a réuni ses paroissiens, il est monté en ",neutral,0.7982209920883179,4
village,"rêt pendant une heure, deux heures, enfin quelques heures, le temps 
qu'ils repartent.

On prenait le strict nécessaire, on partait très vite. Mais ils ne sont 
jamais venus jusqu'à la ferme. Ils sont venus plusieurs fois au village 
même.

Ils ont cherché. La plupart du temps, ils n'ont rien trouvé. Mais je sais 
qu'une fois, ils sont arrivés, sans que les gens aient eu le temps de 
filer.

Ils ont arrêté quelques jeunes, quelques personnes. Mais ça a ",sad,0.9087345004081726,5
village,"e ne sais pas s'il 
est passé des troupes au Chambon-sur-Lignon. Le Chambon-sur-Lignon n'avait aucun intérêt.

Il n'y avait pas de troupes allemandes, il n'y avait pas de garnisons, il 
n'y avait rien. Ce n'était qu'un petit village. Donc je n'ai pas du tout 
le souvenir d'avoir vu défiler, par exemple, les américains ou les 
français ou les anglais.

Mais donc le pays était libéré. Donc on a fait rapidement les 
préparatifs. On est rapidement redescend",neutral,0.9649457335472107,4
village," était amusant, évidemment, c'est qu'il 
n'y avait pas de point fixe. Il y avait des classes en baraque. Il y 
avait une baraque qui était à côté du temple.

Il y avait un vieil hôtel desaffectés un peu plus loin en haut de 
village, il y avait le centre. Et nous passions, évidemment, entre les 
cours, à cavaler d'un point à l'autre, pour rejoindre les salles de 
classe dévolues aux cours.

Mais on a été très heureux, finalement. Moi, je sais que j'ai d",joy,0.9955314993858337,3
village,"onc Serge Nelken, et je suis né à Saint-Etienne, le 4 juin 
1924.

Et puis, ce qui a eu une importance après pour notre destinée, à partir 
de 1937, nous sommes allés en vacances dans des villages de Haute-Loire. 
Le premier village était Montfaucon, et puis en 1938, un an après, nous 
sommes allés en vacances dans un autre village qui s'appelle Tence, et 
Tence est à 9 km exactement du Chambon-sur-Lignon, qui a eu une seconde 
importance.

Ils louaient",neutral,0.980512261,4
village,"e après pour notre destinée, à partir 
de 1937, nous sommes allés en vacances dans des villages de Haute-Loire. 
Le premier village était Montfaucon, et puis en 1938, un an après, nous 
sommes allés en vacances dans un autre village qui s'appelle Tence, et 
Tence est à 9 km exactement du Chambon-sur-Lignon, qui a eu une seconde 
importance.

Ils louaient un petit appartement, qu'ils nous louaient en année 
d'ailleurs, c'est-à-dire qu'éventuellement, nou",neutral,0.982718289,4
village,", à proximité d'Yssingeaux, qui est 
une sous-préfecture. C'est à une quinzaine de kilomètres du Gerbier de 
Jonc, la source de la Loire, et du Mézenc, qui est le point culminant des 
Cévennes. C'est en Haute-Loire, c'est un village des Cévennes.

On était connu de tout le monde, puisqu'on y allait depuis trois ans à ce 
moment-là. On était connu de la population. On était connu de la 
gendarmerie avec laquelle nous avions affaire.

Et par conséquent, n",neutral,0.9695165157318115,4
village,"pendant toute cette période où nous étions les armées, un certain 
nombre avaient tout de même quelques armes et voulaient aller tuer des 
Allemands. Et Léon Eyraud a dit, si vous tuez, il va y avoir des 
représailles sur le village et nous allons perdre toute notre barre. Donc 
vous n'y touchez pas.

Mais ensuite, je ne sais pas à quel moment, quand j'ai su monter en 
octobre 1943, les Allemands étaient là. Mais ils savaient d'ailleurs 
qu'il y avait d",neutral,0.8977364897727966,4
village,"erdre toute notre barre. Donc 
vous n'y touchez pas.

Mais ensuite, je ne sais pas à quel moment, quand j'ai su monter en 
octobre 1943, les Allemands étaient là. Mais ils savaient d'ailleurs 
qu'il y avait des Juifs dans le village. Il y avait une sorte de 
coexistence.

C'étaient des gens de la Wehrmacht, ce n'était pas des SS, il y avait une 
sorte de coexistence. Puis ensuite, ils ont abandonné tout de même. 
Voyant les progrès de la résistance, mai",neutral,0.9617629647254944,4
village,"n fait quatre kilomètres, et nos chefs disent, nom d'un chien, 
on a oublié nos sentinelles.

Alors, on est repartis en marche arrière. Heureusement, eux avaient 
entendu la colonne blindée allemande ferrailler à l'entrée du village. 
Ils sont venus mettre un oeil pour savoir si nous étions toujours dans la 
gendarmerie.

Il n'y avait plus personne. Ils ont emprunté des bicyclettes et ils sont 
arrivés à bicyclettes pour nous rejoindre. Ça, c'était un p",sad,0.41510364413261414,5
village,"lles étaient tout à fait fausses. Voilà a 
été mon premier exploit dans l'armée secrète.

À la suite de quoi, on m'a tout de même appris à me servir, cette fois, 
du matériel sain. Et à la suite de quoi, nous avons occupé le village 
avec des postes de garde à l'entrée du village. Le village de Chambon-
sur-Lignon.

Du Chambon-sur-Lignon. Donc, nous avions, on ne pouvait pas résister. On 
avait une ou deux métaillettes.

On avait très, très peu de chose",neutral,0.9686374068260193,4
village,"on premier exploit dans l'armée secrète.

À la suite de quoi, on m'a tout de même appris à me servir, cette fois, 
du matériel sain. Et à la suite de quoi, nous avons occupé le village 
avec des postes de garde à l'entrée du village. Le village de Chambon-
sur-Lignon.

Du Chambon-sur-Lignon. Donc, nous avions, on ne pouvait pas résister. On 
avait une ou deux métaillettes.

On avait très, très peu de choses. Nous étions reliés aux restants des 
réseaux ",neutral,0.9826717376708984,4
village,"xploit dans l'armée secrète.

À la suite de quoi, on m'a tout de même appris à me servir, cette fois, 
du matériel sain. Et à la suite de quoi, nous avons occupé le village 
avec des postes de garde à l'entrée du village. Le village de Chambon-
sur-Lignon.

Du Chambon-sur-Lignon. Donc, nous avions, on ne pouvait pas résister. On 
avait une ou deux métaillettes.

On avait très, très peu de choses. Nous étions reliés aux restants des 
réseaux armés par le",neutral,0.9721781015396118,4
village,"ursuivre par les 
Gorges, la résistance a fait sauter les Gorges.

Ils n'ont pas pu aller plus loin. Là, j'étais donc au Chambon-sur-Lignon, 
mais vers le 16-18 juin, on a dit, on rassemble toute la résistance dans 
un petit village isolé. Et donc, nous sommes partis, mes camarades et 
moi, dans un village qui s'appelait Saint-Clément, au pied du Mézenc, 
dominant les Vallées et les Gorges sur plusieurs kilomètres, un village 
absolument magnifique.

J'",neutral,0.5889425277709961,4
village,"t pas pu aller plus loin. Là, j'étais donc au Chambon-sur-Lignon, 
mais vers le 16-18 juin, on a dit, on rassemble toute la résistance dans 
un petit village isolé. Et donc, nous sommes partis, mes camarades et 
moi, dans un village qui s'appelait Saint-Clément, au pied du Mézenc, 
dominant les Vallées et les Gorges sur plusieurs kilomètres, un village 
absolument magnifique.

J'ai donc quitté ma famille là, définitivement. Et quand je suis arrivé, 
qua",sad,0.766843319,5
village,"a résistance dans 
un petit village isolé. Et donc, nous sommes partis, mes camarades et 
moi, dans un village qui s'appelait Saint-Clément, au pied du Mézenc, 
dominant les Vallées et les Gorges sur plusieurs kilomètres, un village 
absolument magnifique.

J'ai donc quitté ma famille là, définitivement. Et quand je suis arrivé, 
quand nous sommes arrivés dans ce village, on nous a distribué nos 
premiers fusils mitrailleurs. Donc, un après-midi de juin",neutral,0.6347841620445251,4
village,"au pied du Mézenc, 
dominant les Vallées et les Gorges sur plusieurs kilomètres, un village 
absolument magnifique.

J'ai donc quitté ma famille là, définitivement. Et quand je suis arrivé, 
quand nous sommes arrivés dans ce village, on nous a distribué nos 
premiers fusils mitrailleurs. Donc, un après-midi de juin, nous sommes 
sur un rocher, à côté du village.

Il y a des centaines de résistants dans les Gorges, mais il y a trois ou 
quatre postes de ",sad,0.7548580765724182,5
village,"té ma famille là, définitivement. Et quand je suis arrivé, 
quand nous sommes arrivés dans ce village, on nous a distribué nos 
premiers fusils mitrailleurs. Donc, un après-midi de juin, nous sommes 
sur un rocher, à côté du village.

Il y a des centaines de résistants dans les Gorges, mais il y a trois ou 
quatre postes de garde sur les rochers. Et moi, j'étais pourvoyeur au 
fusil mitrailleur. Un autre de mes camarades, lui qui est devenu 
polytechnic",neutral,0.8444194197654724,4
village,"rement te décorer. Je lui ai dit, écoute, tu 
fais ce que tu veux, c'est toi le tireur, et il tire. Par radio, la 
deuxième escadrille avertit la troisième escadrille, et la troisième 
escadrille commence à tourner autour du village, et d'ici, il commence à 
bombarder le village.

Tous nos camarades vont flamber à l'intérieur, il va y avoir des dizaines 
et des dizaines de morts. Heureusement, ils n'ont rien vu. Ils sont 
partis, mais voilà où on était ",sad,0.5572789311408997,5
village,"ais ce que tu veux, c'est toi le tireur, et il tire. Par radio, la 
deuxième escadrille avertit la troisième escadrille, et la troisième 
escadrille commence à tourner autour du village, et d'ici, il commence à 
bombarder le village.

Tous nos camarades vont flamber à l'intérieur, il va y avoir des dizaines 
et des dizaines de morts. Heureusement, ils n'ont rien vu. Ils sont 
partis, mais voilà où on était de nos ordres.

Alors, dans ce village, une par",fear,0.3449536859989166,2
village,"arder le village.

Tous nos camarades vont flamber à l'intérieur, il va y avoir des dizaines 
et des dizaines de morts. Heureusement, ils n'ont rien vu. Ils sont 
partis, mais voilà où on était de nos ordres.

Alors, dans ce village, une partie de nos camarades est partie se battre 
au Mont Mouchet, qui était un lieu de rassemblement. Moi, ma compagnie a 
été gardée comme compagnie de repli, et là, on m'a demandé, est-ce que tu 
veux être garde du corps",sad,0.5924026370048523,5
village,"ntés pour sortir de la ville, en 
villégiature. Ça s'appelle en villégiature.

Voilà. Et puis, je suis née avant que maman ait eu le temps de 
redescendre en ville.

La mère de mon grand-père était originaire d'un tout petit village à 30 
kilomètres du Chambon-sur-Lignon. Et le Chambon-sur-Lignon est un petit 
village qui devenait touristique. Et mon père y avait acheté une maison 
de vacances, une maison de tourisme.

Et je suis née avant que maman ait",neutral,0.9675390124320984,4
village,"t puis, je suis née avant que maman ait eu le temps de 
redescendre en ville.

La mère de mon grand-père était originaire d'un tout petit village à 30 
kilomètres du Chambon-sur-Lignon. Et le Chambon-sur-Lignon est un petit 
village qui devenait touristique. Et mon père y avait acheté une maison 
de vacances, une maison de tourisme.

Et je suis née avant que maman ait eu le temps de redescendre.

Mon frère, que vous avez vu, a été quelques années au col",neutral,0.9182276129722595,4
village,"onnes qui pouvaient cacher des gens et d'autres 
personnes qui avaient besoin de se cacher. Mais on n'en parlait pas, 
nous, les enfants.

Oui, il était pasteur à Freycenet.

Oui, il était le pasteur de Freycenet. D'un petit village, mais qui est 
toujours, Il y a toujours un pasteur.

On en portait chaque fois. On rapportait son linge sale et on lui 
apportait du linge propre. Chaque fois.

Mais c'était, On avait des sacoches à nos vélos. Alors dans no",neutral,0.9812355041503906,4
village,"s gens à se cacher.

Oui, oui. il y avait des Juifs au Chambon-sur-Lignon de passage.

Mais qu'ils ne restaient pas. Parce que s'ils étaient restés, les 
Allemands les auraient pris. Le Chambon-sur-Lignon était déjà trop un 
village en vue pour cacher vraiment des gens.

C'était, ils arrivaient et repartaient, eh bien, dans des fermes, plus 
loin, dans la campagne plus perdue. Vers Fay-sur-Lignon, vers des 
endroits plus près du, de la campagne complète",neutral,0.9457952380180359,4
village,"as suicidé. Il a fait une erreur. Il ne s'est pas suicidé.

Et j'y pense encore maintenant. Vous vous rendez compte, au bout de tant 
d'années? Oui.

Alors, pour ses parents, un pasteur dont le fils se tue comme ça, dans un 
village, où les trois quarts des gens pensent qu'il s'est suicidé, il n'a 
pas pu rester, monsieur. Il n'a pas pu rester. Ils ne sont pas restés au 
Chambon-sur-Lignon, après.

Il est parti.

Mais, et puis, moi, enfant, qu'est-ce qu",sad,0.975288451,5
village,"eait, on jouait.

Les Allemands, ils ne sont pas venus, non. Et s'ils étaient venus, on 
serait tous partis. Ah oui. Ils étaient logés dans un hôtel.

Et nous, quand on descendait de la maison, chez nous, pour aller dans le 
village, on passait devant l'hôtel. Mais jamais sur le même trottoir. On 
passait de l'autre côté, à la file indienne, on ne se parlait plus, on se 
dépêchait, parce qu'on ne voulait pas les voir.

Parce qu'ils occupaient cet hôtel.",sad,0.6388543844223022,5
village,"us aide, vous devenez une jeune 
fille.  J'ai dû découvrir les choses par les livres, en demandant à 
droite, à gauche. ﻿Alors, je m'appelle Simon Serge Sobelman, je suis né le 14 juillet 1928 à 
Paris 9e.

Moi je connais un village, donc lui le savait, un village protestant, ça 
se situe en Haute Loire, au Chambon-sur-Lignon, et je sais qu'au 
Chambon-sur-Lignon, on protège et on cache des enfants juifs. Le bon prêtre, 
celui qu'il fallait trouver, est",neutral,0.9676496386528015,4
village,"
fille.  J'ai dû découvrir les choses par les livres, en demandant à 
droite, à gauche. ﻿Alors, je m'appelle Simon Serge Sobelman, je suis né le 14 juillet 1928 à 
Paris 9e.

Moi je connais un village, donc lui le savait, un village protestant, ça 
se situe en Haute Loire, au Chambon-sur-Lignon, et je sais qu'au 
Chambon-sur-Lignon, on protège et on cache des enfants juifs. Le bon prêtre, 
celui qu'il fallait trouver, est la bonne adresse, et donc nous ",neutral,0.9723697900772095,4
village," un 
officier qui les commandait venir le dimanche matin au temple du 
Chambon-sur-Lignon, qui se trouve au bord du Lignon, et que j'ai revu plusieurs 
fois avec beaucoup d'émotion. Le Chambon-sur-Lignon, pour moi, c'est le 
village qui m'a rendu heureux, qui m'a fait naître cet aim merveilleux 
sur tous les plans.

Intellectuel, la sécurité d'abord, bien sûr, mais intellectuel et 
religieux. Et je crois que, bizarrement, je suis devenu juif, et 
profon",joy,0.9947400689125061,3
village,"ux le dimanche 
matin, où il demandait aux gens de donner, d'accueillir. Enfin, c'était 
en termes voilés, naturellement, mais très compréhensif pour les braves 
gens, les très braves gens du Chambon-sur-Lignon, qui était un village 
dont l'immense majorité étaient protestantes, issues des dragonnades.

Au moment de la révocation de l'édit de Nantes, les protestants se sont 
réfugiés dans les montagnes, dans les montagnes Cévenol, et il y a des 
village",neutral,0.9460196495056152,4
village,"au 
pouvoir.  Je suis né à Mulhouse, dans le département du Haut-Rhin, en 
Alsace, donc à la frontière avec l'Allemagne, la frontière entre la 
France et l'Allemagne.

Nous sommes arrivés dans un tout petit patelin, un petit village de une 
centaine d'habitants, et il y avait un restaurant qui avait quelques 
chambres, qui se trouvait sur la place de l'église, et nous avons trouvé 
à nous loger là-dedans, et c'est là que nous avons abouti, c'était le 18",neutral,0.958588183,4
village,"ls avaient 
présenté les armes, ils repartaient à nouveau, je ne sais pas où c'est 
qu'ils allaient, ils devaient loger certainement dans une range ou dans 
une étable de ce petit patelin, et donc nous sommes restés dans ce 
village jusqu'au mois de septembre 1940, nous avons passé l'été là-bas. 
Bon alors, il faut dire que c'était quelque chose de très simple, parce 
qu'il n'y avait pas de douche, il n'y avait pas de bain, c'est des choses 
que ces gen",neutral,0.9061777591705322,4
village,"us 
nous sommes lavés pendant à peu près une période entre le mois de juin et 
le mois de septembre.

Mon père, ma mère, et puis je crois mon frère aîné ont dû se baigner une 
ou deux fois à ce moment-là, il fallait aller au village qui était le 
chef du canton, qui se trouvait à 4 kilomètres, et là il y avait ce qu'on 
appelle, ou ce qu'on appelait plus récemment à l'époque, des bains de 
douche, donc c'était des communes qui organisaient des bains de ",neutral,0.9733719229698181,4
village," endroit, mais eux, 
ils étaient venus, je dirais, plus à titre de touristes, parce qu'ils 
avaient trouvé refuge à Saint-Étienne. Et ce sont des gens qui nous ont 
indiqué qu'il y avait aussi, donc, au même endroit, ce même village de 
Tence, il n'y a plus de canton, qu'il y avait un camp où se trouvaient 
des réfugiés juifs, pas des réfugiés, des réfugiés juifs allemands, qui 
avaient été envoyés par le camp de Gurs pour se refaire une santé.

Et en g",neutral,0.49351203441619873,4
village,"it juif, on savait tout de suite de quoi il 
retournait.

On savait qu'il y avait ce problème. Ensuite, on savait qu'il y avait des 
Allemands parce que de temps à autre, on avait vu passer des soldats 
allemands. Et dans le village suivant qui s'appelle le Chambon-sur-Lignon 
qui est très connu dans le monde juif, il y avait les Allemands qui 
avaient monté un hôtel pour les soldats allemands pour qu'ils puissent 
ceux qui venaient du front russe ou qu",neutral,0.8912125825881958,4
village,"noble 
et qu'il participait à la résistance.

Nous avions donc d'autres informations qui nous venaient aussi. Et nous 
avons eu encore je dirais une autre source d'informations un dimanche où 
nous nous promenions dans notre village. Nous avons rencontré, enfin mon 
père a rencontré sa petite cousine qui était venue en vélo avec son mari 
et puis sa belle-soeur plus un ami.

Ils venaient de Saint-Etienne pour passer le dimanche sur place. Donc 
nous nou",neutral,0.928459883,4
village,"ur passer le dimanche sur place. Donc 
nous nous avons rencontré et quand la situation est devenue difficile 
pour les juifs en ville donc la petite cousine de mon père est venue 
aussi résider avec nous dans cet endroit, ce village de Tence.

Je pense que ça devait être en 1942. Fin 41 peut-être ou début 42 quelque 
chose de ce genre là. Elle a résidé un certain temps avec nous.

Ensuite elle a placé ses deux filles qu'elle avait dans un pensionnat 
po",neutral,0.9764373898506165,4
village," gens je crois originaires du 
Württemberg si je ne me trompe pas qui était instituteur juif à l'origine 
et donc c'était lui qui organisait les cours sur le niveau aussi je 
dirais de la vie religieuse nous avons eu dans le village la présence de 
quelqu'un qui s'appelait monsieur Robert Sommer et qui était quelqu'un de 
connu dans le milieu juif à Paris après-guerre et qui était le jean du 
grand Maniber le grand Maniber avait été le directeur du sémi",neutral,0.9833483099937439,4
village,"
connu dans le milieu juif à Paris après-guerre et qui était le jean du 
grand Maniber le grand Maniber avait été le directeur du séminaire 
israélite de la rue Boclin et donc c'était des gens qui ont vécu avec 
nous dans ce village et nous avons donc eu des offices qui ont été 
organisés chaque fois au moment des fêtes et pour cela on avait loué un 
appartement dans une pension de famille alors c'était pas très grand il y 
avait la pièce principale et ",neutral,0.9650923609733582,4
village,"emands se sont 
intensifiés et il y avait un certain nombre de recherches qui étaient 
faites par la gendarmerie pour arrêter des juifs alors les premiers juifs 
que j'ai vu arrêtés c'était des gens qui habitaient dans notre village 
nous c'était deux frères, qui étaient deux frères célibataires ça a été 
les premiers qui ont été arrêtés je vois encore les gendarmes quand ils 
sont venus avec une traction avant Citroën à l'époque pour les arrêter et 
qu",sad,0.6473903059959412,5
