toponym,resolved_name,latitude,longitude,emotion,confidence_score,context,context_length,original_range,emotion_numeric
Maison des Roches,"Maison des Roches, Le Chambon-sur-Lignon, Haute-Loire, France",45.0602,4.2905,neutral,0.69,"...to go to Chambon-sur-Lignon in the Haute-Loire, which was a, 
a center of mostly the remnants of the Huguenots, mostly Protestant 
population. And they had two homes for victims of war to be able to 
continue their studies. I was assigned to Maison des Roches. Amazingly, 
it was a ministerial decision. I have still the documents that conducted 
me to Chambon-sur-Lignon. 
In 1941. 
Yeah, must have been June, 19. 
Before. Must have been, no, it must have been April, April in 1941. 
In Chambon, we, or I, I should say, was welcomed in Maison des Roches, 
which means the house of rocks, which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue...",610,"[11436, 11453]",4
Maison des Roches,"Maison des Roches, Chambon-sur-Lignon, Haute-Loire, France",45.0612,4.2948,joy,0.91,"to go to Chambon-sur-Lignon in the Haute-Loire, which was a, 
a center of mostly the remnants of the Huguenots, mostly Protestant 
population. And they had two homes for victims of war to be able to 
continue their studies. I was assigned to Maison des Roches. Amazingly, 
it was a ministerial decision. I have still the documents that conducted 
me to Chambon-sur-Lignon. 
In 1941. 
Yeah, must have been June, 19. 
Before. Must have been, no, it must have been April, April in 1941. 
In Chambon, we, or I, I should say, was welcomed in Maison des Roches, 
which means the house of rocks, which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the facult",739,"[11360, 11377]",3
Belgium,Belgium,50.503887,4.469936,neutral,0.89,"an, which means the house of rocks, which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available. And we did indeed attend school. 
I attended, for example, in the second grade in French. I was among little 
children, which they found very amusing. I didn't think so myself, but 
it was for the purpose of learning French. Of course, formal maths and 
other courses, I was in upper grades. 
This idyll didn't last too long, because already in July the French 
started collecting all the J",544,"[11539, 11546]",4
Spain,Spain,40.463667,-3.74922,neutral,0.97,"the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available.",357,"[11532, 11537]",4
Hungary,Hungary,47.162494,19.503304,sadness,0.74,"...France was the haven. I mean, they thought nothing could happen to them when they got to France. They didn't realize that they would be picked up there just as well as they could have been in Germany or in Hungary or in Romania or anywhere else. And they never talked the language. And they were...",356,"[9653, 9660]",5
Drancy,"Drancy, Seine-Saint-Denis, Île-de-France, France",48.920833,2.444444,fear,0.87,"...because already in July the French 
started collecting all the Jews for deportation to the either Drancy or 
to the east. And we were affected in Chambon. 
Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers...",346,"[11822, 11828]",2
Switzerland,Switzerland,46.8182,8.2275,fear,0.93,"...affect...Now I have described the happenings from then, and my first flight to Switzerland over the mountains in a diary, and the consequent return by Swiss soldiers the same day that we arrived in Switzerland to France, and the arrest by the French customs officials, and eventually police, and returned to result. In 1941, in I think it was August. No. No. It was in November that we fled, to Switzerland. We crossed the Alps. It wasn't that simple....",522,"[12007, 12019]",2
Switzerland,Switzerland,46.8182,8.2275,fear,0.92,"I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple.",521,"[11939, 11951]",2
Russia,Russia,61.52401,105.318756,neutral,0.93,"which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available. And we did indeed attend school. 
I attended, for example, in the second grade in French. I was among little 
children, which they found very amusing. I didn't think so myself, but 
it was for the purpose of learning French. Of course, formal maths and 
other courses, I was in upper grades. 
This idyll didn't last too long, because already in July the French 
started collecting all the Jews for deportation to th",541,"[11565, 11571]",4
Chambon-sur-Lignon,"Le Chambon-sur-Lignon, Haute-Loire, Auvergne-Rhône-Alpes, France",45.0606,4.2941,joy,0.91,"So by late December, December 31, I was notified that I would be shipped 
off to another location. And I was put on a train. And on New Year's Eve, 
they explained to me that there would be fewer patrols and police out, 
checking people's, traveler's papers, identity papers. And I was told to 
get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls. And 
Daniel Trocme was our, call it then, then father. He was the, 
our supervisor and the m",754,"[11087, 11106]",3
France,France,46.603354,1.888334,neutral,0.98,"Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something wa",606,"[954, 2160]",4
Chambon,"Le Chambon-sur-Lignon, Haute-Loire, France",45.0606,4.2939,neutral,0.81,"At the same time, the thing from the UGIF [Union Générale des Israélites de France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
w...",600,"[11881, 11888]",4
France,France,46.603354,1.888334,neutral,0.92,"I quickly packed my suitcases so as to be able to leave early Saturday at 7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de France] arrived. Saturday, January 16, 1943 [ Le Chambon sur Lignon] I took leave, took the first streetcar at 6 a.m.",298,"[954, 960]",4
Le Chambon,"Le Chambon-sur-Lignon, Haute-Loire, Auvergne-Rhône-Alpes, France",45.0606,4.2939,joy,0.95,"Friday, January 15, 1943 
We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night.",764,"[10745, 10755]",3
Vallorcine,"Vallorcine, Haute-Savoie, Auvergne-Rhône-Alpes, France",46.0076,6.9364,sadness,0.85,"They ordered a truck. And they brought us 
to the railway station in, whatever the place was. Vallorcine. Vallorcine 
was the station in the valley. And put us on a train. We were put into 
handcuffs and sent back to Rivesaltes.",267,"[12161, 12171]",5
Chambon,Le Chambon-sur-Lignon,45.0625,4.2961,joy,0.89,"...France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only s",498,"[11306, 11313]",3
Chambon-sur-Lignon,,0,0,neutral,0,,0,"[12674, 12693]",4
Poland,Poland,51.9194,19.1451,neutral,0.97,"I was welcomed in Maison des Roches, 
which means the house of rocks, which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available. And we did indeed attend school. 
I attended, for example, in the second grade in French. I was among little 
children, which they found very amusing. I didn't think so myself, but 
it was for the purpose of learning French. Of course, formal maths and 
other courses, I was in upper grades. 
This idyll didn't last too long, because already in July the French 
started collecting all the Jews for deportati",600,"[11557, 11563]",4
Vallorcine,"Vallorcine, Haute-Savoie, France",46.00278,6.9325,sadness,0.84,"...And they ordered a truck. And they brought us 
to the railway station in, whatever the place was. Vallorcine. Vallorcine 
was the station in the valley. And put us on a train. We were put into 
handcuffs and sent back to Rivesaltes. 
The amazing thing was that the word got through to Chambon-sur-Lignon that we 
are in Rivesaltes...",371,"[12186, 12196]",5
Switzerland,Switzerland,46.8182,8.2275,joy,0.61,"...first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple. We were hidden for a while in 
Chambon, and surrounding with mostly Protestant farmers, or, you know, 
summer resident people. So it must have been summer, because it was summer 
residents were there. 
And while we were eating, one o",632,"[12627, 12639]",3
France,France,46.603354,1.888334,neutral,0.92,"We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night.",786,"[954, 960]",4
Rivesaltes,"Rivesaltes, Pyrénées-Orientales, Occitanie, France",42.7997,2.8727,sadness,0.82,"And they ordered a truck. And they brought us 
to the railway station in, whatever the place was. Vallorcine. Vallorcine 
was the station in the valley. And put us on a train. We were put into 
handcuffs and sent back to Rivesaltes. 
The amazing thing was that the word got through to Chambon-sur-Lignon that we 
are in Rivesaltes. And none other than, first, Tracy Strong came. And I gave 
him my shoes, which were in total shambles, which he took with him. And I had 
a pair of rubber boots. No, that was before. I'm mixing it up. It's in my book. 
And he promised to get us some help. Shortly thereafter, Madam came to the camp 
in, in Rivesaltes. She was the chief of the Cimade in France.",594,"[12249, 12259]",5
Chambon-sur-Lignon,"Le Chambon-sur-Lignon, Haute-Loire, Auvergne-Rhône-Alpes, France",45.0606,4.2931,neutral,0.91,"December 31, I was notified that I would be shipped 
off to another location. And I was put on a train. And on New Year's Eve, 
they explained to me that there would be fewer patrols and police out, 
checking people's, traveler's papers, identity papers. And I was told to 
get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls. And 
Daniel Trocme was our, call it then, then father. He was the, 
our supervisor and ...",698,"[3288, 4506]",4
Le Chambon-sur-Lignon,"Le Chambon-sur-Lignon, Haute-Loire, Auvergne-Rhône-Alpes, France",45.0602,4.2921,joy,0.82,"at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls. And 
Daniel Trocme was our, call it then, then father. He was the, 
our supervisor and the m",597,"[13630, 13651]",3
Chambon-sur-Lignon,"Le Chambon-sur-Lignon, Haute-Loire, Auvergne-Rhône-Alpes, France",45.057222,4.292222,joy,0.89,"And on New Year's Eve, 
they explained to me that there would be fewer patrols and police out, 
checking people's, traveler's papers, identity papers. And I was told to 
get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls.",604,"[13316, 13335]",3
Rivesaltes,"Rivesaltes, Pyrénées-Orientales, Occitanie, France",42.7991,2.8725,sadness,0.92,"And they ordered a truck. And they brought us 
to the railway station in, whatever the place was. Vallorcine. Vallorcine 
was the station in the valley. And put us on a train. We were put into 
handcuffs and sent back to Rivesaltes. 
The amazing thing was that the word got through to Chambon-sur-Lignon that we 
are in Rivesaltes. And none other than, first, Tracy Strong came. And I gave 
him my shoes, which were in total shambles, which he took with him. And I had 
a pair of rubber boots. No, that was before. I'm mixing it up. It's in my book. 
And he promised to get us some help. Shortly thereafter, Madam came to the camp 
in, in Rivesaltes. She was the chief of the Cimade in France.",591,"[12369, 12379]",5
mountains,,0,0,neutral,0,,0,"[13757, 13765]",4
OSE,"Œuvre de Secours aux Enfants (OSE), France",48.864716,2.349014,neutral,0.91,"And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls. And 
Daniel Trocme was our, call it then, then father. He was the, 
our supervisor and the man who ran that particular home. 
Later on I found out that he was the cousin of the pastor of the Le 
Chambon, whose name was Andre Trocme. At first I didn't know where I was, 
what it was. I discovered later, especially after the war, many years 
after the war, that Le Chambon was a most unique village in France. 
It is located at about 3,000 feet elevation in the Massif Central, in the 
central mountain chain in France. Sort of isolated on a desolate plateau, 
very cold in the winter, windswept plateau. Agriculture was pretty 
rudimentary. 
But what made this village unusual was that in the country, that is 90% 
or 95% Catholic, this village was about 90% Protestant.",842,"[13388, 13391]",4
Austria,Austria,47.5162,14.5501,neutral,0.7,"I go to school. Often think of you. I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month. Mr. T. however takes them.",469,"[2444, 3651]",4
France,France,46.603354,1.888334,neutral,0.95,"He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something wa",751,"[13509, 13515]",4
Chambon,Le Chambon-sur-Lignon,45.0547,4.2936,joy,0.91,"Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
w...",629,"[12946, 12953]",3
France,France,46.603354,1.888334,neutral,0,"Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m.",537,"[954, 2160]",4
Le Chambon-sur-Lignon,"Le Chambon-sur-Lignon, Haute-Loire, Auvergne-Rhône-Alpes, France",45.0614,4.2931,surprise,0.89,"...And on New Year's Eve, 
they explained to me that there would be fewer patrols and police out, 
checking people's, traveler's papers, identity papers. And I was told to 
get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme...",540,"[13695, 13716]",6
Gurs,"Gurs internment camp, Pyrénées-Atlantiques, France",43.3224,-0.6891,sadness,0.92,"I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month.",345,"[13802, 13806]",5
La Guespy,"La Guespy, Le Chambon-sur-Lignon, France",45.0603,4.2932,neutral,0.92,"I'm in Le Chambon-sur-Lignon. It's way up on a high plateau in the mountains. It's beautiful 
here. What a difference from Gurs! I'm staying at La Guespy, which is a home for refugee kids 
like me. Lots of the kids are Jewish, but not all of them. Hanne and the others I came with are all 
staying here, too. Monsieur Bohny is head of all three Swiss Aid homes for refugee kids in Le 
Chambon. The lady who is in charge of us here at La Guespy is named Mademoiselle Usach. 
She never smiles. What a grouch! None of us like her. 
So far I've learned a few words of French.",519,"[13987, 13996]",4
France,France,46.603354,1.888334,neutral,0.89,"When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there.",618,"[954, 2160]",4
French,France (in the sense of French police or authorities - used adjectivally for 'French internment camp'),46.603354,1.888334,sadness,0.81,"...I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month. Mr. T. however takes them. 
Sunday, January 31, 1943...",427,"[14181, 14187]",5
Chambon-sur-Lignon,"Le Chambon-sur-Lignon, Haute-Loire, Auvergne-Rhône-Alpes, France",45.0619,4.2933,joy,0.93,"by late December, December 31, I was notified that I would be shipped 
off to another location. And I was put on a train. And on New Year's Eve, 
they explained to me that there would be fewer patrols and police out, 
checking people's, traveler's papers, identity papers. And I was told to 
get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls. And 
Daniel Trocme was our, call it then, then father. He was the, 
our supervisor and the m",727,"[12332, 12351]",3
France,France,46.603354,1.888334,neutral,0.97,"...Saturday at 7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m.",555,"[954, 2160]",4
French,France (used as adjective for 'French internment camp'),46.603354,1.888334,sadness,0.81,"I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky!",324,"[14321, 14327]",5
