toponym,resolved_name,latitude,longitude,emotion,confidence_score,context,context_length,emotion_numeric
French side,French side of the Swiss border,46.448137,6.966317,neutral,0.77,"...emigration visas which we couldn't get on the spot, but we had to pick up in en masse in near the Swiss border on the French side. We managed to go by train unmolested to the Swiss border, this time without guide. My parents-- my mother was hidden in Chambon-sur-Lignon, indeed, in the house of Pastor Trocme...",340,4
German border,German-French Border,49.017,7.1,neutral,0,,0,4
Germany,Germany,51.165691,10.451526,sadness,0.88,"France. They didn't realize that they would be picked up there just as well as they could have been in Germany or in Hungary or in Romania or anywhere else. And they never talked the language. And they were, they were easy prey for the Germans because they themselves didn't have enough, enough knowledge of a language.",364,5
Gers,,0,0,neutral,0,,0,4
Grenoble,Grenoble,45.188529,5.724524,neutral,0.84,"And she took a, and then, it was a Monday she took us. She took me and another pastor who joined us there, took us to Grenoble, from Grenoble to Annecy. As a matter of fact, the French resistance in Le Chambon was very, very big too, which, but they had passive resistance there.",303,4
Gurs,Gurs internment camp,43.3509,-0.8007,sadness,0.91,"I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky!",303,5
Haute-Loire,Haute-Loire,45.0667,3.7833,sadness,0.85,"I am sad and weary. During rest hour Mrs. Cavailhon called me. She 
received a letter asking whether she wanted to send some children to a very nice 
school in Haute-Loire at an elevation of one thousand meters.  She selected me 
and another boy. I'll be able to go there but she is afraid that perhaps I 
won't be safe there.",349,5
Hungary,Hungary,47.162494,19.503304,sadness,0.89,"And France was the haven. I mean, they thought nothing could happen to them when they got to France. They didn't realize that they would be picked up there just as well as they could have been in Germany or in Hungary or in Romania or anywhere else. And they never talked the language.",345,5
La Guespy,La Guespy,45.0625,4.294444,neutral,0.77,"I'm in Le Chambon-sur-Lignon. It's way up on a high plateau in the mountains. It's beautiful 
here. What a difference from Gurs! I'm staying at La Guespy, which is a home for refugee kids 
like me. Lots of the kids are Jewish, but not all of them. Hanne and the others I came with are all 
staying here, too. Monsieur Bohny is head of all three Swiss Aid homes for refugee kids in Le 
Chambon. The lady who is in charge of us here at La Guespy is named Mademoiselle Usach. 
She never smiles. What a grouch! None of us like her. 
So far I've learned a few words of French.",485,4
La Rouvie8re,,0,0,neutral,0,,0,4
Lavoulte bridge,Le Pouzin (Lavoûlte-sur-Rhône) bridge,44.8006,4.7748,neutral,0.79,"at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night.",387,4
Le Chambon sur Lignon,Le Chambon-sur-Lignon,45.06081,4.302941,joy,0.89,"We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève).",508,3
Le Chambon-sur Lignon,Le Chambon-sur-Lignon,45.06081,4.302941,sadness,0.95,"And she took us by train to Toulouse. 
We stayed there overnight with a, a French, with a, a Swiss Red Cross, a 
children's help. And we stayed overnight. And then the next day, we went 
to the Le Chambon-sur Lignon, which is, was a haven for a lot of Jewish 
people. 
So this is when you separated from your parents? 
That's right, and from my brother. 
It was not easy for me. It was very hard for them. They knew this might be 
it. And my brother was, I said to my brother when I left, I said, I'll see 
what I can do to get you out when I'm there. Just let me get my feet on 
the ground. So I was in,  we, so we got to this home from the Swiss Red 
Cross. And we, it was a very small house up in the Massif Central, in 
[FRENCH]. And we were received very nicely by the pastor, by a pastor's wife, 
by the Swiss",565,5
Le Chambon-sur-Lignon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.5,"And I was told to 
get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls.",525,4
Le Puy,Le Puy-en-Velay,45.04491,3.88587,fear,0.97,"They're starting the bus. They say they're taking us to Le Puy, which is where the Nazis are. I'm scared.
Age 17, February 1943, LePuy-en-Velay, France 
The gendarmes have interrogated me and so have the Germans. I'm really lucky. For some 
reason, they've decided to let me go. But not Martin. There's nothing I can do.
Age 17, March 1943, Le Chambon-sur-Lignon, France 
I'm going.",341,2
LePuy-en-Velay,Le Puy-en-Velay,45.04444,3.88,sadness,0.92,"They say they're taking us to Le Puy, which is where the Nazis are. I'm scared.
Age 17, February 1943, LePuy-en-Velay, France 
The gendarmes have interrogated me and so have the Germans. I'm really lucky. For some 
reason, they've decided to let me go. But not Martin. There's nothing I can do.",301,5
Les Caillols,Les Caillols,43.304944,5.443776,neutral,0.75,"Tuesday, January 5, 1943 [Les Caillols] 
Mrs. Brémond (they got married) wrote a letter to Mr. Trocmé in 
which she asked him if he did not have an opening for me at his place. I had 
asked her to allow me to go to school. She gave this letter to a young girl, Simone 
Fullenbaum, who  lived  previously  at  Les  Caillols  and  now  lives  at  Les 
Grillons  with  Mr. Trocmé. I hope that I'll be able to go there. The food there is fit for 
kings (butter, potatoes, et cetera). Whatever is happening to you? Your son is 
thinking of you.",443,4
Les Grillons,Les Grillons,45.0378,4.3208,joy,0.83,"Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only saw Mr. T.). 
Sunday, January 17, 1943 
I got up at the stroke of nine [in the morning] and little by little got 
acquainted in the kitchen. It was really very nice and clean. Later, I went to see Amedée, 
the boy who was to come here with me. I played and thought a lot about you. There 
are children here in various situations (some like me). 
Monday, January 18, 1943 
Mr. T. [Trocmé] gave us school textbooks and notebooks. Tomorrow we'll go 
to school. I changed my room and I now sleep on the second floor",600,3
Lyon,"Lyon, France",45.75,4.85,neutral,0.71,"He was minister of finance under de Gaulle, who left France, in, under the 
Nazis' eyes of the airport in Lyon, and went to England, and from England 
to Algiers.  And the, his wife was really special to me, because she was 
like a mother to me. And I used to visit her almost every day. And, so one,
but before Mr. Philip, who was also a professor of economics of the 
University of Lyon, he came one night, and he, OK, had a big chariot with 
with two wheels, bicycle wheels on it, of potatoes, which was illegal to, 
to buy and hoard 'em in France.",483,4
Maison des Roches,"Maison des Roches, Le Chambon-sur-Lignon, France",45.06081,4.302941,neutral,0.81,"I was assigned to Maison des Roches. Amazingly, it was a ministerial decision. I have still the documents that conducted me to Chambon-sur-Lignon. 
In 1941. 
Yeah, must have been June, 19. 
Before. Must have been, no, it must have been April, April in 1941. 
In Chambon, we, or I, I should say, was welcomed in Maison des Roches, which means the house of rocks, which was the home for students from all 
countries in Europe, Spain, Belgium, Austria, Poland, Russia, approximately my age or older. 
There were all denominations. And we were supposed to be able to continue to some extent the studies, to the extent that the facult",542,4
Marseilles,Marseille,43.296482,5.36978,neutral,0.87,"We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived.",367,4
Massif Central,Massif Central,45.5,3,neutral,0.64,"It is located at about 3,000 feet elevation in the Massif Central, in the 
central mountain chain in France. Sort of isolated on a desolate plateau, 
very cold in the winter, windswept plateau. Agriculture was pretty 
rudimentary.",244,4
New York,New York City,40.712776,-74.005974,neutral,0.79,"which was organized by the Swiss Red Cross children's help, with a, and the one who was in charge was a man with the name of Auguste Bohny. Somebody, he was just last year, he was honored by the B'nai B'rith here in New York. And we, he started this carpenter shop.",285,4
Paris,Paris,48.8566,2.3522,neutral,0.81,"I left aboard the Marseilles to Paris express (travel, change train, bus, wrong [place?], Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at St. Agrève at 11:49 p.m. The train did not go beyond there. Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). Now we still had to cover fifteen kilometers through the snow and a moonlit night.",422,4
Perpignan,Perpignan,42.698611,2.895556,fear,0.93,"But soon, unbelievable gesture of the French Vichy administration. They let us 
youngsters and a group of political prisoners go, just go, before the Germans 
occupied the camp. And we went to the railway station in Perpignan. And we were 
not bothered by the Germans. We made our way back to Chambon. And it was kind of 
risky on the train with the troops coming the other way, the German troops, and 
French police going the other way. But we made it to Le Chambon.",427,2
Poland,Poland,51.919438,19.145136,neutral,0.81,"which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available. And we did indeed attend school. 
I attended, for example, in the second grade in French.",366,4
Rivesaltes,Rivesaltes,42.7993,2.8728,sadness,0.91,"And put us on a train. We were put into handcuffs and sent back to Rivesaltes. 
The amazing thing was that the word got through to Chambon-sur-Lignon that we 
are in Rivesaltes. And none other than, first, Tracy Strong came. And I gave 
him my shoes, which were in total shambles, which he took with him. And I had 
a pair of rubber boots. No, that was before. I'm mixing it up. It's in my book. 
And he promised to get us some help. Shortly thereafter, Madam came to the camp 
in, in Rivesaltes. She was the chief of the Cimade in France. And Pastor Trocme 
himself. Pastor Trocme was the famous priest in Chambon-sur-Lignon who offered 
passive resistance against the Germans",570,5
Romania,Romania,45.9432,24.9668,sadness,0.88,"They didn't realize that they would be picked up there just as 
well as they could have been in Germany or in Hungary or in Romania or 
anywhere else. 
And they never talked the language. And they were, they were easy prey 
for the Germans because they themselves didn't have enough, enough 
knowledge of a language.",390,5
Saint-Etienne,Saint-Étienne,45.4397,4.3872,neutral,0.87,"It was a little village up above Saint-Etienne, about 15 miles away. The head of that village was a famous pastor, a Protestant pastor by the name of Trocme. He and his wife and the children lived, of course, in the, in the, what do you call the house that belongs to the church, where they live? And there were 5,000 villager there. And somebody had heard that someone in that village would hide them.",342,4
Spain,Spain,40.463667,-3.74922,neutral,0.73,"..., which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available. And we did indeed attend school....",386,4
St. Agrève,,0,0,neutral,0,,0,4
Swiss,Switzerland,46.818188,8.227512,fear,0.88,"and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple. We were hidden for a while in 
Chambon, and surrounding with mostly Protestant farmers, or, you know, 
summer resident people. So it must have been summer, because it was summer 
residents were there.",570,2
Swiss border,Swiss–French border,46.2362,6.0226,neutral,0.84,"preparations were made to get us false identity papers, to get us exit visa from France, to get us Swiss immigrant, immigration visas which we couldn't get on the spot, but we had to pick up in en masse in near the Swiss border on the French side. We managed to go by train unmolested to the Swiss border, this time without guide. My parents-- my mother was hidden in Chambon-sur-Lignon, indeed, in the house of Pastor Trocme, where she was serving as so-called domestic. She was the cook. And there was not much to cook much anyway.",463,4
Switzerland,Switzerland,46.818188,8.227512,fear,0.97,"Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple. We were hidden for a while in 
Chambon, and surrounding with mostly Protestant farmers, or, you know, 
summer resident people.",517,2
Toulouse,Toulouse,43.604652,1.444209,neutral,0.67,"So now we, in September or October, I don't recall which date it was or 
month, they, they gathered us together, and we went on a train with a nice 
young lady. Her name was Hirsch. And she took us by train to Toulouse. 
We stayed there overnight with a, a French, with a, a Swiss Red Cross, a 
children's help. And we stayed overnight.",322,4
University of Lyon,University of Lyon,45.7296,4.8378,neutral,0.83,"before Mr. Philip, who was also a professor of economics of the 
University of Lyon, he came one night, and he, OK, had a big chariot with 
with two wheels, bicycle wheels on it, of potatoes, which was illegal to, 
to buy and hoard 'em in France. So he came. He says, you better come to, we 
were just at the dinner table. He says, you come and you better help us get 
these potatoes off the road. Or else I'm gonna go to jail. So we all, we 
all packed up and went, and all took a big bag of potatoes and carried them 
to his house. 
But I always have to say, when I got out of Camp de Gurs, into this village, 
I only weighed about 80, 90 pounds. And I was really skinny. I was lik",519,4
Valence,"Valence, Drôme, France",44.9333,4.8924,fear,0.88,"Jean-Pierre, Pastor Trocme's son, and Marco Darcissac, the son of the schoolmaster, took me by bicycle all the way down the mountains to Valence, seventy kilometers! I was scared stiff! I had never gone down such steep mountains before on a bike. They left me with a lady in Valence. She took me to her brother, who was a pastor. I stayed for the whole weekend, and I even went to church with them!",377,2
Vallorcine,Vallorcine,46.0167,6.93333,fear,0.93,"And they ordered a truck. And they brought us 
to the railway station in, whatever the place was. Vallorcine. Vallorcine 
was the station in the valley. And put us on a train. We were put into 
handcuffs and sent back to Rivesaltes.",260,2
Vichy,Vichy,46.1278,3.4264,neutral,0.7,"His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month. Mr. T. however takes them. 
Sunday, January 31, 1943 
Again another month begins and I am still without news from you.",347,4
"Vichy, France","Vichy, France",46.1287,3.4215,joy,0.93,"So I was in,  we, so we got to this home from the Swiss Red Cross. And we, it was a very small house up in the Massif Central, in [FRENCH]. And we were received very nicely by the pastor, by a pastor's wife, by the Swiss Red Cross, and from the villages, villagers. And so we, as we arrived, they made dinner for us as, as best as they could, even though it was, everything was rationed. And this was also in Vichy. It was part of Vichy, France.  It was very, very special. Well, first I would like to say this. And when the second or third day we were in that village, there was a very rich lady with, her name was Madame de Felice. She owned a tremendous amount of land. And the home for the Swiss Red Cross was owned by her.",568,3
"Washington, DC","Washington, D.C.",38.89511,-77.03637,neutral,0.81,"Then Mademoiselle 
Usach and the other one, the girl next to her is Lilli Brown. Her name is Feihan now. 
She lives in Washington, DC. The next one is, the other little girl is Hanne 
Liebmann.",205,4
