toponym,resolved_name,latitude,longitude,emotion,confidence_score,context,context_length,original_range,emotion_numeric
Haute-Loire,Haute-Loire,45.133333,3.916667,sadness,0.88,"I am sad and weary. During rest hour Mrs. Cavailhon called me. She 
received a letter asking whether she wanted to send some children to a very nice 
school in Haute-Loire at an elevation of one thousand meters.  She selected me 
and another boy. I'll be able to go there but she is afraid that perhaps I 
won't be safe there.",350,"[109, 120]",5
Les Grillons,"Les Grillons, Le Chambon-sur-Lignon",45.0618,4.3091,joy,0.74,"Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). Now we still had to cover fifteen kilometers through the snow and a moonlit night. We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I went to sleep in the annex (I only saw Mr. T.). Sunday, January 17, 1943 I got up at the stroke of nine [in the morning] and little by little got acquainted in the kitchen. It was really very nice and clean.",434,"[1121, 1133]",3
Le Chambon sur Lignon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.74,"We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève).",555,"[735, 757]",4
Les Caillols,Les Caillols,43.294362,5.462044,neutral,0.73,"Tuesday, January 5, 1943 [Les Caillols] 
Mrs. Brémond (they got married) wrote a letter to Mr. Trocmé in 
which she asked him if he did not have an opening for me at his place. I had 
asked her to allow me to go to school. She gave this letter to a young girl, Simone 
Fullenbaum, who  lived  previously  at  Les  Caillols  and  now  lives  at  Les 
Grillons  with  Mr. Trocmé. I hope that I'll be able to go there. The food there is fit for 
kings (butter, potatoes, et cetera). Whatever is happening to you? Your son is 
thinking of you.",446,"[265, 277]",4
Marseilles,Marseille,43.296482,5.36978,neutral,0.71,"We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local tr",520,"[856, 866]",4
Lavoulte bridge,Le Pouzin/Lavoulte-sur-Rhône (bridge),44.8099,4.7793,neutral,0.65,"I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only saw Mr. T.). 
Sunday, January 17, 1943 
I got up at the stroke of nine [in the morning] and little by little got 
acquainted in the kitchen. It was really very nice and clean.",531,"[922, 937]",4
Marseilles,Marseille,43.296482,5.36978,neutral,0.8,"We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local tr",498,"[598, 608]",4
Saint-Etienne,"Saint-Étienne, France",45.4397,4.3872,neutral,0.74,"I mean, if you ever go to the museum, the Holocaust museum in Washington, you'll see a very good display of what Chambon was. 
It was a little village up above Saint-Etienne, about 15 miles away. The 
head of that village was a famous pastor, a Protestant pastor by the name 
of Trocme. He and his wife and the children lived, of course, in the, in 
the, what do you call the house that belongs to the church, where they 
live? 
And there were 5,000 villager there.",408,"[11840, 11854]",4
Europe,Europe,54.526,15.2551,neutral,0.0,,0,"[13281, 13287]",4
Washington,"Washington, D.C., United States",38.89511,-77.03637,neutral,0.81,"I put my children in, I told you once about Le Chambon. I 
mean, if you ever go to the museum, the Holocaust museum in Washington, 
you'll see a very good display of what Chambon was.",212,"[11745, 11755]",4
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.55,"Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only s",478,"[1001, 2211]",4
Haute-Loire,Haute-Loire,45.133333,3.783333,sadness,0.87,"Monday, September 21, 1942 
I am sad and weary. During rest hour Mrs. Cavailhon called me. She 
received a letter asking whether she wanted to send some children to a very nice 
school in Haute-Loire at an elevation of one thousand meters.  She selected me 
and another boy. I'll be able to go there but she is afraid that perhaps I 
won't be safe there.",343,"[0, 800]",5
Les Grillons,"Les Grillons, Le Chambon-sur-Lignon, France",45.06096,4.30346,joy,0.91,"Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only saw Mr. T.). 
Sunday, January 17, 1943 
I got up at the stroke of nine [in the morning] and little by little got 
acquainted in the kitchen. It was really very nice and clean. Later, I went to see Amedée, 
the boy who was to come here with me. I played and thought a lot about you. There 
are children here in various situations (some like me).",543,"[424, 436]",3
Maison des Roches,"Maison des Roches, Le Chambon-sur-Lignon",45.06081,4.302941,neutral,0.79,"to Chambon-sur-Lignon in the Haute-Loire, which was a, 
a center of mostly the remnants of the Huguenots, mostly Protestant 
population. And they had two homes for victims of war to be able to 
continue their studies. I was assigned to Maison des Roches. Amazingly, 
it was a ministerial decision. I have still the documents that conducted 
me to Chambon-sur-Lignon. 
In 1941. 
Yeah, must have been June, 19. 
Before. Must have been, no, it must have been April, April in 1941. 
In Chambon, we, or I, I should say, was welcomed in Maison des Roches, 
which means the house of rocks, which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the facult",637,"[13185, 13202]",4
Austria,Austria,47.5162,14.5501,neutral,0.66,"I go to school. Often think of you. I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.",291,"[2444, 2451]",4
Spain,Spain,40.463667,-3.74922,neutral,0.67,"which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available. And we did indeed attend school.",334,"[243, 248]",4
French,France,46.603354,1.888334,sadness,0.68,practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where he has [contacts] and his father was released in one week! Lucky! Lucky!,283,"[13465, 13471]",5
France,France,46.603354,1.888334,neutral,0.71,"from the UGIF [Union Générale des Israélites de France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m.",360,"[686, 692]",4
Poland,Poland,51.919438,19.145136,neutral,0.83,"from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available. And we did indeed attend school. 
I attended, for example, in the second grade in French. I was among little 
children, which they found very amusing.",340,"[224, 230]",4
Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.75,"We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève).",515,"[13566, 13573]",4
Vichy,"Vichy, France",46.1287,3.4264,surprise,0.82,"His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month. Mr. T. however takes them. 
Sunday, January 31, 1943 
Again another month begins and I am still without news from you.",311,"[1562, 1567]",6
Chambon-sur-Lignon,Le Chambon-sur-Lignon,45.06081,4.302941,fear,0.92,"And on New Year's Eve, 
they explained to me that there would be fewer patrols and police out, 
checking people's, traveler's papers, identity papers. And I was told to 
get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls.",618,"[3288, 4506]",2
Belgium,Belgium,50.503887,4.469936,neutral,0.72,"was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the faculty was 
available.",306,"[13298, 13305]",4
Paris,"Paris, France",48.8566,2.3522,neutral,0.8,"I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the Marseilles to Paris express (travel, change train, bus, wrong [place?], Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at St. Agrève at 11:49 p.m. The train did not go beyond there. Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). Now we still had to cover fifteen kilometers through the snow and a moonlit night. We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I went to sleep in the annex (I only saw Mr. T.).",569,"[870, 875]",4
Drancy,Drancy,48.9222,2.4453,fear,0.94,"This idyll didn't last too long, because already in July the French 
started collecting all the Jews for deportation to the either Drancy or 
to the east. And we were affected in Chambon. 
Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France",412,"[320, 326]",2
Maison des Roches,"Maison des Roches, Le Chambon-sur-Lignon",45.0588,4.3049,neutral,0.8,"received, through, again, Tracy Strong, influence, documents of 
liberation to go to Chambon-sur-Lignon in the Haute-Loire, which was a, 
a center of mostly the remnants of the Huguenots, mostly Protestant 
population. And they had two homes for victims of war to be able to 
continue their studies. I was assigned to Maison des Roches. Amazingly, 
it was a ministerial decision. I have still the documents that conducted 
me to Chambon-sur-Lignon. 
In 1941. 
Yeah, must have been June, 19. 
Before. Must have been, no, it must have been April, April in 1941. 
In Chambon, we, or I, I should say, was welcomed in Maison des Roches, 
which means the house of rocks, which was the home for students from all 
countries in Europe,  Spain, Belgium, Austria, Poland, Russia, 
approximately my age or older. 
There were all denominations. And we were supposed to be able to 
continue to some extent the studies, to the extent that the facult",669,"[12910, 12927]",4
Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.0,,0,"[11796, 11803]",4
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.9,"Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only s",580,"[221, 243]",4
Lyon,Lyon,45.75,4.85,neutral,0.83,"minister of finance under de Gaulle, who left France, in, under the 
Nazis' eyes of the airport in Lyon, and went to England, and from England 
to Algiers.  And the, his wife was really special to me, because she was 
like a mother to me. And I used to visit her almost every day. And, so one, 
but before Mr. Philip, who was also a professor of economics of the 
University of Lyon, he came one night, and he, OK, had a big chariot with 
with two wheels, bicycle wheels on it, of potatoes, which was illegal to, 
to buy and hoard 'em in France.",432,"[33365, 33369]",4
France,France,46.603354,1.888334,neutral,0.75,"I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m.",415,"[183, 189]",4
Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,joy,0.85,"Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only s",570,"[1004, 1011]",3
Switzerland,Switzerland,46.8182,8.2275,fear,0.95,"Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland. 
We crossed the Alps. It wasn't that simple. We were hidden for a while in 
Chambon",369,"[465, 477]",2
Vichy,Vichy,46.1287,3.4264,neutral,0.71,"I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month.",418,"[34146, 34151]",4
Russia,Russia,61.52401,105.318756,neutral,0.78,"which was the home for students from all countries in Europe,  Spain, Belgium, Austria, Poland, Russia, approximately my age or older. There were all denominations. And we were supposed to be able to continue to some extent the studies, to the extent that the faculty was available.",285,"[207, 213]",4
Gurs,Gurs internment camp,43.2092,-0.7948,sadness,0.88,"I found an Austrian with whom I get along well 
and practice speaking German. His name is Kurt Grossmann. His mother disappeared like you. 
His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky!",260,"[33961, 33965]",5
University of Lyon,University of Lyon,45.729722,4.837778,neutral,0.74,"wife was really special to me, because she was 
like a mother to me. And I used to visit her almost every day. And, so one, 
but before Mr. Philip, who was also a professor of economics of the 
University of Lyon, he came one night, and he, OK, had a big chariot with 
with two wheels, bicycle wheels on it, of potatoes, which was illegal to, 
to buy and hoard 'em in France. So he came. He says, you better come to, we 
were just at the dinner table.",409,"[33481, 33499]",4
Camp de Gurs,Camp de Gurs,43.2698,-0.7633,neutral,0.63,"Well, this comes, the, in, in the camp, in Camp de Gurs, it was, it 
didn't really matter. So in, sometime in September of 1942, a woman came 
to see my parents. We visited, my mother came over to visit us. And we 
were told that somebody is coming from the OSE.",316,"[33683, 33695]",4
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,joy,0.0,,0,"[34232, 34242]",3
Chambon-sur-Lignon,Le Chambon-sur-Lignon,45.06081,4.302941,fear,0.98,"So by late December, December 31, I was notified that I would be shipped 
off to another location. And I was put on a train. And on New Year's Eve, 
they explained to me that there would be fewer patrols and police out, 
checking people's, traveler's papers, identity papers. And I was told to 
get off at a place called Le Chambon-sur-Lignon. 
And I arrived at about 4 o'clock in the morning. 3:00, 3:00 or 4 o'clock 
in the morning. It was a bitter, cold night. And I was met there by a 
young man named Daniel Trocme, who then took me, and we had a very, very 
long walk through the night. And ultimately, I wound up in a, a stone 
farmhouse called Les Grillons, the crickets, French word for crickets. 
And there I found myself together with about 22 or 24 other kids, ranging 
in age from about six, seven, up to about 17 or 18, boys and girls. And 
Daniel Trocme was our, call it then, then father. He was the,",734,"[13015, 13034]",2
Vichy,"Vichy, Allier, Auvergne-Rhône-Alpes, France",46.1287,3.4264,joy,0.92,"His father [is] in [the French internment camp] Gurs.Later Mr. T. left for Vichy where 
he has [contacts] and his father was released in one week! 
Lucky! Lucky! 
Friday, January 22, 1943 
The UGIF now sends me three hundred francs every month. Mr. T. however takes them.",309,"[34067, 34072]",3
Gers,,0.0,0.0,neutral,0.0,,0,"[7530, 7534]",4
Algiers,Algiers,36.7538,3.0588,neutral,0.77,"Madame Philip. I love her and admire her so much, and she's always 
been so kind to me. Her husband is fighting the Germans with de Gaulle in Algiers. 
Maybe she can help me get out of France. 
I WENT TO MADAME PHILIP and I said, ""I would like to go to Algiers. I want to join de 
Gaulle. I want to fight."" But she said, ""No, you're going to Switzerland!"" 
Switzerland is a neutral country in the war, so Jews are safe from the Nazis there.",382,"[33411, 33418]",4
New York,New York City,40.712776,-74.005974,neutral,0.76,"which was organized by the Swiss Red Cross children's help, with a, and the one who was in charge was a man with the name of Auguste Bohny. Somebody, he was just last year, he was honored by the B'nai B'rith here in New York. And we, he started this carpenter shop. And we, my brother and I, brother and I, who also came to Le Chambon, after a short while, and we worked there. And also, I tried to get my parents out of Gurs at that time.",424,"[33845, 33853]",4
Swiss,Swiss,46.818188,8.227512,neutral,0.63,"my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland.",385,"[34663, 34668]",4
Swiss,Swiss Confederation (Swiss),46.8182,8.2275,neutral,0.68,"Now I have described the happenings from then, and my first flight to 
Switzerland over the mountains in a diary, and the consequent return by 
Swiss soldiers the same day that we arrived in Switzerland to France, and 
the arrest by the French customs officials, and eventually police, and 
returned to result. In 1941, in I think it was August. 
No. No. It was in November that we fled, to Switzerland.",444,"[34585, 34590]",4
Eastern Europe,Eastern Europe,54.526,21.2551,neutral,0.0,"who came from Eastern Europe and escaped to France. And France was the haven. I mean, they thought nothing could happen to them when they got to France. They didn't realize that they would be picked up there just as well as they could have been in Germany or in Hungary or in Romania or anywhere else. And they never talked the language.",391,"[8049, 8062]",4
Auch,Auch,43.646826,0.586498,neutral,0.87,"I was told that my place of birth was Auch, Gers, where I last lived with my parents. What kinds of contact, if any, did you ever have with either the resistance or with any of the, the groups that were attempting to fight the Germans from within France?",258,"[7524, 7528]",4
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.0,"od there is fit for 
kings (butter, potatoes, et cetera). Whatever is happening to you? Your son is 
thinking of you. 
Friday, January 15, 1943 
We were told that we'll have to get out in two or three days. When I 
returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. 
Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in 
luck. I quickly packed my suitcases so as to be able to leave early Saturday at 
7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something warm and then I 
went to sleep in the annex (I only s",1012,"[1001, 1023]",4
Le Chambon,Le Chambon-sur-Lignon,45.06081,4.302941,neutral,0.6,"Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. AgrE8ve). I arrived at 
St. AgrE8ve at 11:49 p.m. The train did not go beyond there.",365,"[7818, 7828]",4
France,France,46.603354,1.888334,neutral,0.6,"When I returned from Marseilles at noon, Mrs. B. told me that she received a telegram from Mr. Trocmé. He has a vacancy and expects me as soon as possible. Once again I am in luck. I quickly packed my suitcases so as to be able to leave early Saturday at 7:20 a.m. At the same time, the thing from the UGIF [Union Générale des Israélites de France] arrived. Saturday, January 16, 1943 [ Le Chambon sur Lignon] I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the Marseilles to Paris express (travel, change train, bus, wrong [place?], Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at St. Agrève at 11:49 p.m. The train did not go beyond there. Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). Now we still had to cover fifteen kilometers through the snow and a moonlit night. We arrived at Les Grillons at 2:30 a.m. There we ate something wa",652,"[954, 960]",4
France,France,46.603354,1.888334,neutral,0.0,"At the same time, the thing from the UGIF [Union Générale des Israélites de 
France] arrived. 
Saturday, January 16, 1943 [ Le Chambon sur Lignon] 
I took leave, took the first streetcar at 6 a.m. and at 7:20 a.m. I left aboard the 
Marseilles to Paris express (travel, change train, bus, wrong [place?], 
Lavoulte bridge, telephone, fast train, Cheylard local train, St. Agrève). I arrived at 
St. Agrève at 11:49 p.m. The train did not go beyond there. 
Mr. Trocmé came on his bicycle to meet me (still a young man and very nice). 
Now we still had to cover fifteen kilometers through the snow and a moonlit night. 
We arrived at Les Grillons at 2:30 a.m. There we ate something wa",551,"[954, 960]",4
